Item,Year,Month,Index
Roast Beef,2022,Febuary,6.898
Roast Beef,2022,March,6.971
Roast Beef,2022,April,6.927
Roast Beef,2022,May,6.934
Roast Beef,2022,June,6.783
Roast Beef,2022,July,6.742
Roast Beef,2022,August,6.827
Roast Beef,2022,September,6.832
Roast Beef,2022,October,6.69
Roast Beef,2022,November,6.667
Roast Beef,2022,December,6.724
Roast Beef,2023,January,6.765
Roast Beef,2023,Febuary,6.817
Roast Beef,2023,March,6.765
Roast Beef,2023,April,6.803
Roast Beef,2023,May,7.064
Roast Beef,2023,June,7.02
Roast Beef,2023,July,7.203
Roast Beef,2023,August,7.285
Roast Beef,2023,September,7.251
Roast Beef,2023,October,7.321
Roast Beef,2023,November,7.482
Roast Beef,2023,December,7.348
Roast Beef,2024,January,7.268
Roast Beef,2024,Febuary,7.351
Roast Beef,2024,March,7.395
Roast Beef,2024,April,7.47
Roast Beef,2024,May,7.47
Roast Beef,2024,June,7.472
Roast Beef,2024,July,7.638
Roast Beef,2024,August,7.63
Roast Beef,2024,September,7.582
Roast Beef,2024,October,7.368
Roast Beef,2024,November,None
Roast Beef,2024,December,None
Beef Steak,2005,January,5.168
Beef Steak,2005,Febuary,5.258
Beef Steak,2005,March,5.292
Beef Steak,2005,April,5.39
Beef Steak,2005,May,5.398
Beef Steak,2005,June,5.272
Beef Steak,2005,July,5.059
Beef Steak,2005,August,4.987
Beef Steak,2005,September,4.9
Beef Steak,2005,October,4.989
Beef Steak,2005,November,4.934
Beef Steak,2005,December,5.026
Beef Steak,2006,January,5.06
Beef Steak,2006,Febuary,5.076
Beef Steak,2006,March,5.106
Beef Steak,2006,April,5.085
Beef Steak,2006,May,5.03
Beef Steak,2006,June,5.021
Beef Steak,2006,July,5.005
Beef Steak,2006,August,5.104
Beef Steak,2006,September,5.055
Beef Steak,2006,October,5.091
Beef Steak,2006,November,5.094
Beef Steak,2006,December,5.082
Beef Steak,2007,January,5.112
Beef Steak,2007,Febuary,5.129
Beef Steak,2007,March,5.291
Beef Steak,2007,April,5.411
Beef Steak,2007,May,5.413
Beef Steak,2007,June,5.314
Beef Steak,2007,July,5.269
Beef Steak,2007,August,5.252
Beef Steak,2007,September,5.341
Beef Steak,2007,October,5.254
Beef Steak,2007,November,5.345
Beef Steak,2007,December,5.287
Beef Steak,2008,January,5.291
Beef Steak,2008,Febuary,5.276
Beef Steak,2008,March,5.333
Beef Steak,2008,April,5.283
Beef Steak,2008,May,5.359
Beef Steak,2008,June,5.408
Beef Steak,2008,July,5.507
Beef Steak,2008,August,5.589
Beef Steak,2008,September,5.528
Beef Steak,2008,October,5.532
Beef Steak,2008,November,5.398
Beef Steak,2008,December,5.377
Beef Steak,2009,January,5.219
Beef Steak,2009,Febuary,5.304
Beef Steak,2009,March,5.279
Beef Steak,2009,April,5.293
Beef Steak,2009,May,5.421
Beef Steak,2009,June,5.417
Beef Steak,2009,July,5.289
Beef Steak,2009,August,5.359
Beef Steak,2009,September,5.276
Beef Steak,2009,October,5.216
Beef Steak,2009,November,5.397
Beef Steak,2009,December,5.367
Beef Steak,2010,January,5.273
Beef Steak,2010,Febuary,5.193
Beef Steak,2010,March,5.286
Beef Steak,2010,April,5.551
Beef Steak,2010,May,5.619
Beef Steak,2010,June,5.63
Beef Steak,2010,July,5.544
Beef Steak,2010,August,5.475
Beef Steak,2010,September,5.532
Beef Steak,2010,October,5.631
Beef Steak,2010,November,5.667
Beef Steak,2010,December,5.604
Beef Steak,2011,January,5.693
Beef Steak,2011,Febuary,5.728
Beef Steak,2011,March,5.796
Beef Steak,2011,April,5.98
Beef Steak,2011,May,5.964
Beef Steak,2011,June,5.833
Beef Steak,2011,July,5.844
Beef Steak,2011,August,5.948
Beef Steak,2011,September,6.022
Beef Steak,2011,October,6.048
Beef Steak,2011,November,6.011
Beef Steak,2011,December,6.044
Beef Steak,2012,January,6.124
Beef Steak,2012,Febuary,6.033
Beef Steak,2012,March,6.079
Beef Steak,2012,April,6.208
Beef Steak,2012,May,6.295
Beef Steak,2012,June,6.378
Beef Steak,2012,July,6.328
Beef Steak,2012,August,6.262
Beef Steak,2012,September,6.315
Beef Steak,2012,October,6.295
Beef Steak,2012,November,6.31
Beef Steak,2012,December,6.301
Beef Steak,2013,January,6.408
Beef Steak,2013,Febuary,6.363
Beef Steak,2013,March,6.267
Beef Steak,2013,April,6.232
Beef Steak,2013,May,6.369
Beef Steak,2013,June,6.422
Beef Steak,2013,July,6.425
Beef Steak,2013,August,6.34
Beef Steak,2013,September,6.399
Beef Steak,2013,October,6.363
Beef Steak,2013,November,6.326
Beef Steak,2013,December,6.344
Beef Steak,2014,January,6.339
Beef Steak,2014,Febuary,6.556
Beef Steak,2014,March,6.726
Beef Steak,2014,April,6.974
Beef Steak,2014,May,6.941
Beef Steak,2014,June,6.974
Beef Steak,2014,July,7.001
Beef Steak,2014,August,7.363
Beef Steak,2014,September,7.397
Beef Steak,2014,October,7.404
Beef Steak,2014,November,7.473
Beef Steak,2014,December,7.541
Beef Steak,2015,January,7.53
Beef Steak,2015,Febuary,7.569
Beef Steak,2015,March,7.661
Beef Steak,2015,April,7.684
Beef Steak,2015,May,7.773
Beef Steak,2015,June,7.917
Beef Steak,2015,July,7.962
Beef Steak,2015,August,7.91
Beef Steak,2015,September,7.89
Beef Steak,2015,October,7.836
Beef Steak,2015,November,7.788
Beef Steak,2015,December,7.509
Beef Steak,2016,January,7.468
Beef Steak,2016,Febuary,7.502
Beef Steak,2016,March,7.686
Beef Steak,2016,April,7.756
Beef Steak,2016,May,7.759
Beef Steak,2016,June,7.681
Beef Steak,2016,July,7.546
Beef Steak,2016,August,7.569
Beef Steak,2016,September,7.51
Beef Steak,2016,October,7.413
Beef Steak,2016,November,7.217
Beef Steak,2016,December,7.121
Beef Steak,2017,January,7.094
Beef Steak,2017,Febuary,7.154
Beef Steak,2017,March,7.176
Beef Steak,2017,April,7.277
Beef Steak,2017,May,7.315
Beef Steak,2017,June,7.525
Beef Steak,2017,July,7.606
Beef Steak,2017,August,7.479
Beef Steak,2017,September,7.363
Beef Steak,2017,October,7.388
Beef Steak,2017,November,7.352
Beef Steak,2017,December,7.364
Beef Steak,2018,January,7.415
Beef Steak,2018,Febuary,7.392
Beef Steak,2018,March,7.507
Beef Steak,2018,April,7.703
Beef Steak,2018,May,7.64
Beef Steak,2018,June,7.673
Beef Steak,2018,July,7.725
Beef Steak,2018,August,7.724
Beef Steak,2018,September,7.678
Beef Steak,2018,October,7.595
Beef Steak,2018,November,7.572
Beef Steak,2018,December,7.579
Beef Steak,2019,January,7.598
Beef Steak,2019,Febuary,7.597
Beef Steak,2019,March,7.74
Beef Steak,2019,April,7.755
Beef Steak,2019,May,7.798
Beef Steak,2019,June,7.679
Beef Steak,2019,July,7.716
Beef Steak,2019,August,7.652
Beef Steak,2019,September,7.658
Beef Steak,2019,October,7.667
Beef Steak,2019,November,7.535
Beef Steak,2019,December,7.709
Beef Steak,2020,January,7.653
Beef Steak,2020,Febuary,7.642
Beef Steak,2020,March,7.676
Beef Steak,2020,April,7.951
Beef Steak,2020,May,8.957
Beef Steak,2020,June,9.518
Beef Steak,2020,July,8.698
Beef Steak,2020,August,8.213
Beef Steak,2020,September,8.133
Beef Steak,2020,October,8.154
Beef Steak,2020,November,8.081
Beef Steak,2020,December,8.085
Beef Steak,2021,January,8.25
Beef Steak,2021,Febuary,8.281
Beef Steak,2021,March,8.383
Beef Steak,2021,April,8.656
Beef Steak,2021,May,9.12
Beef Steak,2021,June,9.747
Beef Steak,2021,July,9.67
Beef Steak,2021,August,9.652
Beef Steak,2021,September,9.912
Beef Steak,2021,October,10.209
Beef Steak,2021,November,10.228
Beef Steak,2021,December,9.933
Beef Steak,2022,January,9.825
Beef Steak,2022,Febuary,9.753
Beef Steak,2022,March,9.786
Beef Steak,2022,April,9.701
Beef Steak,2022,May,9.69
Beef Steak,2022,June,9.83
Beef Steak,2022,July,9.709
Beef Steak,2022,August,9.535
Beef Steak,2022,September,9.592
Beef Steak,2022,October,9.712
Beef Steak,2022,November,9.541
Beef Steak,2022,December,9.46
Beef Steak,2023,January,9.582
Beef Steak,2023,Febuary,9.68
Beef Steak,2023,March,9.81
Beef Steak,2023,April,9.957
Beef Steak,2023,May,10.223
Beef Steak,2023,June,10.359
Beef Steak,2023,July,10.633
Beef Steak,2023,August,10.75
Beef Steak,2023,September,10.771
Beef Steak,2023,October,10.834
Beef Steak,2023,November,10.482
Beef Steak,2023,December,10.646
Beef Steak,2024,January,10.686
Beef Steak,2024,Febuary,10.53
Beef Steak,2024,March,10.594
Beef Steak,2024,April,10.745
Beef Steak,2024,May,10.734
Beef Steak,2024,June,10.635
Beef Steak,2024,July,10.856
Beef Steak,2024,August,10.875
Beef Steak,2024,September,10.882
Beef Steak,2024,October,10.565
Beef Steak,2024,November,None
Beef Steak,2024,December,None
Pork Chops,2005,January,3.215
Pork Chops,2005,Febuary,3.18
Pork Chops,2005,March,3.2
Pork Chops,2005,April,3.209
Pork Chops,2005,May,3.232
Pork Chops,2005,June,3.306
Pork Chops,2005,July,3.271
Pork Chops,2005,August,3.28
Pork Chops,2005,September,3.254
Pork Chops,2005,October,3.212
Pork Chops,2005,November,3.222
Pork Chops,2005,December,3.179
Pork Chops,2006,January,3.146
Pork Chops,2006,Febuary,3.211
Pork Chops,2006,March,3.215
Pork Chops,2006,April,3.168
Pork Chops,2006,May,3.119
Pork Chops,2006,June,3.14
Pork Chops,2006,July,3.167
Pork Chops,2006,August,3.17
Pork Chops,2006,September,3.185
Pork Chops,2006,October,3.1
Pork Chops,2006,November,3.095
Pork Chops,2006,December,3.036
Pork Chops,2007,January,3.037
Pork Chops,2007,Febuary,3.049
Pork Chops,2007,March,3.138
Pork Chops,2007,April,3.152
Pork Chops,2007,May,3.194
Pork Chops,2007,June,3.229
Pork Chops,2007,July,3.269
Pork Chops,2007,August,3.207
Pork Chops,2007,September,3.151
Pork Chops,2007,October,3.163
Pork Chops,2007,November,3.153
Pork Chops,2007,December,3.153
Pork Chops,2008,January,3.162
Pork Chops,2008,Febuary,3.109
Pork Chops,2008,March,3.147
Pork Chops,2008,April,3.156
Pork Chops,2008,May,3.268
Pork Chops,2008,June,3.374
Pork Chops,2008,July,3.412
Pork Chops,2008,August,3.383
Pork Chops,2008,September,3.434
Pork Chops,2008,October,3.333
Pork Chops,2008,November,3.284
Pork Chops,2008,December,3.268
Pork Chops,2009,January,3.192
Pork Chops,2009,Febuary,3.166
Pork Chops,2009,March,3.189
Pork Chops,2009,April,3.13
Pork Chops,2009,May,3.122
Pork Chops,2009,June,3.163
Pork Chops,2009,July,3.167
Pork Chops,2009,August,3.191
Pork Chops,2009,September,3.107
Pork Chops,2009,October,3.096
Pork Chops,2009,November,2.998
Pork Chops,2009,December,3.017
Pork Chops,2010,January,3.078
Pork Chops,2010,Febuary,3.21
Pork Chops,2010,March,3.066
Pork Chops,2010,April,3.134
Pork Chops,2010,May,3.257
Pork Chops,2010,June,3.234
Pork Chops,2010,July,3.301
Pork Chops,2010,August,3.29
Pork Chops,2010,September,3.337
Pork Chops,2010,October,3.301
Pork Chops,2010,November,3.296
Pork Chops,2010,December,3.303
Pork Chops,2011,January,3.368
Pork Chops,2011,Febuary,3.483
Pork Chops,2011,March,3.473
Pork Chops,2011,April,3.412
Pork Chops,2011,May,3.552
Pork Chops,2011,June,3.55
Pork Chops,2011,July,3.508
Pork Chops,2011,August,3.576
Pork Chops,2011,September,3.644
Pork Chops,2011,October,3.589
Pork Chops,2011,November,3.525
Pork Chops,2011,December,3.548
Pork Chops,2012,January,3.592
Pork Chops,2012,Febuary,3.529
Pork Chops,2012,March,3.522
Pork Chops,2012,April,3.498
Pork Chops,2012,May,3.521
Pork Chops,2012,June,3.52
Pork Chops,2012,July,3.562
Pork Chops,2012,August,3.586
Pork Chops,2012,September,3.507
Pork Chops,2012,October,3.537
Pork Chops,2012,November,3.528
Pork Chops,2012,December,3.465
Pork Chops,2013,January,3.465
Pork Chops,2013,Febuary,3.571
Pork Chops,2013,March,3.53
Pork Chops,2013,April,3.489
Pork Chops,2013,May,3.552
Pork Chops,2013,June,3.388
Pork Chops,2013,July,3.508
Pork Chops,2013,August,3.534
Pork Chops,2013,September,3.609
Pork Chops,2013,October,3.58
Pork Chops,2013,November,3.681
Pork Chops,2013,December,3.731
Pork Chops,2014,January,3.723
Pork Chops,2014,Febuary,3.659
Pork Chops,2014,March,3.824
Pork Chops,2014,April,4.044
Pork Chops,2014,May,4.106
Pork Chops,2014,June,4.024
Pork Chops,2014,July,4.005
Pork Chops,2014,August,4.172
Pork Chops,2014,September,4.173
Pork Chops,2014,October,4.174
Pork Chops,2014,November,4.1
Pork Chops,2014,December,4.056
Pork Chops,2015,January,3.988
Pork Chops,2015,Febuary,3.962
Pork Chops,2015,March,3.867
Pork Chops,2015,April,3.813
Pork Chops,2015,May,3.786
Pork Chops,2015,June,3.824
Pork Chops,2015,July,3.917
Pork Chops,2015,August,3.863
Pork Chops,2015,September,3.88
Pork Chops,2015,October,3.875
Pork Chops,2015,November,3.797
Pork Chops,2015,December,3.807
Pork Chops,2016,January,3.656
Pork Chops,2016,Febuary,3.658
Pork Chops,2016,March,3.693
Pork Chops,2016,April,3.707
Pork Chops,2016,May,3.72
Pork Chops,2016,June,3.752
Pork Chops,2016,July,3.832
Pork Chops,2016,August,3.76
Pork Chops,2016,September,3.662
Pork Chops,2016,October,3.632
Pork Chops,2016,November,3.512
Pork Chops,2016,December,3.462
Pork Chops,2017,January,3.354
Pork Chops,2017,Febuary,3.45
Pork Chops,2017,March,3.443
Pork Chops,2017,April,3.441
Pork Chops,2017,May,3.425
Pork Chops,2017,June,3.42
Pork Chops,2017,July,3.417
Pork Chops,2017,August,3.482
Pork Chops,2017,September,3.481
Pork Chops,2017,October,3.378
Pork Chops,2017,November,3.366
Pork Chops,2017,December,3.302
Pork Chops,2018,January,3.224
Pork Chops,2018,Febuary,3.186
Pork Chops,2018,March,3.207
Pork Chops,2018,April,3.293
Pork Chops,2018,May,3.284
Pork Chops,2018,June,3.272
Pork Chops,2018,July,3.262
Pork Chops,2018,August,3.338
Pork Chops,2018,September,3.289
Pork Chops,2018,October,3.367
Pork Chops,2018,November,3.306
Pork Chops,2018,December,3.361
Pork Chops,2019,January,3.199
Pork Chops,2019,Febuary,3.298
Pork Chops,2019,March,3.311
Pork Chops,2019,April,3.354
Pork Chops,2019,May,3.441
Pork Chops,2019,June,3.312
Pork Chops,2019,July,3.411
Pork Chops,2019,August,3.379
Pork Chops,2019,September,3.335
Pork Chops,2019,October,3.238
Pork Chops,2019,November,3.399
Pork Chops,2019,December,3.391
Pork Chops,2020,January,3.368
Pork Chops,2020,Febuary,3.419
Pork Chops,2020,March,3.415
Pork Chops,2020,April,3.673
Pork Chops,2020,May,3.972
Pork Chops,2020,June,4.189
Pork Chops,2020,July,3.91
Pork Chops,2020,August,3.788
Pork Chops,2020,September,3.799
Pork Chops,2020,October,3.632
Pork Chops,2020,November,3.737
Pork Chops,2020,December,3.741
Pork Chops,2021,January,3.694
Pork Chops,2021,Febuary,3.676
Pork Chops,2021,March,3.765
Pork Chops,2021,April,3.844
Pork Chops,2021,May,3.875
Pork Chops,2021,June,4.089
Pork Chops,2021,July,4.081
Pork Chops,2021,August,4.057
Pork Chops,2021,September,4.051
Pork Chops,2021,October,4.147
Pork Chops,2021,November,4.072
Pork Chops,2021,December,4.023
Pork Chops,2022,January,4.019
Pork Chops,2022,Febuary,4.031
Pork Chops,2022,March,4.126
Pork Chops,2022,April,4.178
Pork Chops,2022,May,4.13
Pork Chops,2022,June,4.068
Pork Chops,2022,July,4.174
Pork Chops,2022,August,4.248
Pork Chops,2022,September,4.187
Pork Chops,2022,October,4.273
Pork Chops,2022,November,4.163
Pork Chops,2022,December,4.314
Pork Chops,2023,January,4.14
Pork Chops,2023,Febuary,4.256
Pork Chops,2023,March,4.165
Pork Chops,2023,April,4.099
Pork Chops,2023,May,4.189
Pork Chops,2023,June,4.241
Pork Chops,2023,July,4.238
Pork Chops,2023,August,4.359
Pork Chops,2023,September,4.327
Pork Chops,2023,October,4.452
Pork Chops,2023,November,4.343
Pork Chops,2023,December,4.256
Pork Chops,2024,January,4.236
Pork Chops,2024,Febuary,4.157
Pork Chops,2024,March,4.256
Pork Chops,2024,April,4.235
Pork Chops,2024,May,4.391
Pork Chops,2024,June,4.397
Pork Chops,2024,July,4.409
Pork Chops,2024,August,4.403
Pork Chops,2024,September,4.328
Pork Chops,2024,October,4.273
Pork Chops,2024,November,None
Pork Chops,2024,December,None
Eggs,2005,January,1.211
Eggs,2005,Febuary,1.284
Eggs,2005,March,1.132
Eggs,2005,April,1.164
Eggs,2005,May,1.185
Eggs,2005,June,1.139
Eggs,2005,July,1.165
Eggs,2005,August,1.166
Eggs,2005,September,1.279
Eggs,2005,October,1.264
Eggs,2005,November,1.279
Eggs,2005,December,1.35
Eggs,2006,January,1.449
Eggs,2006,Febuary,1.328
Eggs,2006,March,1.302
Eggs,2006,April,1.283
Eggs,2006,May,1.206
Eggs,2006,June,1.242
Eggs,2006,July,1.213
Eggs,2006,August,1.244
Eggs,2006,September,1.254
Eggs,2006,October,1.257
Eggs,2006,November,1.354
Eggs,2006,December,1.543
Eggs,2007,January,1.549
Eggs,2007,Febuary,1.746
Eggs,2007,March,1.634
Eggs,2007,April,1.616
Eggs,2007,May,1.504
Eggs,2007,June,1.373
Eggs,2007,July,1.502
Eggs,2007,August,1.634
Eggs,2007,September,1.825
Eggs,2007,October,1.771
Eggs,2007,November,1.862
Eggs,2007,December,2.099
Eggs,2008,January,2.175
Eggs,2008,Febuary,2.168
Eggs,2008,March,2.203
Eggs,2008,April,2.069
Eggs,2008,May,1.93
Eggs,2008,June,1.92
Eggs,2008,July,2.011
Eggs,2008,August,1.854
Eggs,2008,September,1.978
Eggs,2008,October,1.858
Eggs,2008,November,1.838
Eggs,2008,December,1.834
Eggs,2009,January,1.85
Eggs,2009,Febuary,1.795
Eggs,2009,March,1.693
Eggs,2009,April,1.774
Eggs,2009,May,1.501
Eggs,2009,June,1.529
Eggs,2009,July,1.495
Eggs,2009,August,1.632
Eggs,2009,September,1.627
Eggs,2009,October,1.595
Eggs,2009,November,1.705
Eggs,2009,December,1.772
Eggs,2010,January,1.789
Eggs,2010,Febuary,1.872
Eggs,2010,March,1.822
Eggs,2010,April,1.779
Eggs,2010,May,1.523
Eggs,2010,June,1.494
Eggs,2010,July,1.441
Eggs,2010,August,1.519
Eggs,2010,September,1.753
Eggs,2010,October,1.456
Eggs,2010,November,1.675
Eggs,2010,December,1.793
Eggs,2011,January,1.806
Eggs,2011,Febuary,1.708
Eggs,2011,March,1.732
Eggs,2011,April,1.727
Eggs,2011,May,1.692
Eggs,2011,June,1.683
Eggs,2011,July,1.647
Eggs,2011,August,1.711
Eggs,2011,September,1.947
Eggs,2011,October,1.871
Eggs,2011,November,1.836
Eggs,2011,December,1.874
Eggs,2012,January,1.939
Eggs,2012,Febuary,1.798
Eggs,2012,March,1.774
Eggs,2012,April,1.829
Eggs,2012,May,1.691
Eggs,2012,June,1.67
Eggs,2012,July,1.648
Eggs,2012,August,1.884
Eggs,2012,September,1.889
Eggs,2012,October,1.96
Eggs,2012,November,1.963
Eggs,2012,December,2.007
Eggs,2013,January,1.933
Eggs,2013,Febuary,1.965
Eggs,2013,March,1.925
Eggs,2013,April,1.918
Eggs,2013,May,1.87
Eggs,2013,June,1.859
Eggs,2013,July,1.833
Eggs,2013,August,1.838
Eggs,2013,September,1.897
Eggs,2013,October,1.925
Eggs,2013,November,1.925
Eggs,2013,December,2.026
Eggs,2014,January,2.008
Eggs,2014,Febuary,1.998
Eggs,2014,March,2.061
Eggs,2014,April,2.119
Eggs,2014,May,1.996
Eggs,2014,June,1.948
Eggs,2014,July,1.95
Eggs,2014,August,1.979
Eggs,2014,September,1.97
Eggs,2014,October,1.951
Eggs,2014,November,2.032
Eggs,2014,December,2.21
Eggs,2015,January,2.113
Eggs,2015,Febuary,2.088
Eggs,2015,March,2.133
Eggs,2015,April,2.065
Eggs,2015,May,1.962
Eggs,2015,June,2.57
Eggs,2015,July,2.57
Eggs,2015,August,2.943
Eggs,2015,September,2.966
Eggs,2015,October,2.808
Eggs,2015,November,2.664
Eggs,2015,December,2.751
Eggs,2016,January,2.328
Eggs,2016,Febuary,2.267
Eggs,2016,March,2.081
Eggs,2016,April,1.793
Eggs,2016,May,1.684
Eggs,2016,June,1.491
Eggs,2016,July,1.546
Eggs,2016,August,1.455
Eggs,2016,September,1.471
Eggs,2016,October,1.39
Eggs,2016,November,1.321
Eggs,2016,December,1.383
Eggs,2017,January,1.599
Eggs,2017,Febuary,1.464
Eggs,2017,March,1.404
Eggs,2017,April,1.409
Eggs,2017,May,1.414
Eggs,2017,June,1.332
Eggs,2017,July,1.333
Eggs,2017,August,1.367
Eggs,2017,September,1.422
Eggs,2017,October,1.54
Eggs,2017,November,1.506
Eggs,2017,December,1.815
Eggs,2018,January,1.769
Eggs,2018,Febuary,1.755
Eggs,2018,March,1.831
Eggs,2018,April,2.081
Eggs,2018,May,1.987
Eggs,2018,June,1.628
Eggs,2018,July,1.725
Eggs,2018,August,1.622
Eggs,2018,September,1.651
Eggs,2018,October,1.66
Eggs,2018,November,1.596
Eggs,2018,December,1.595
Eggs,2019,January,1.554
Eggs,2019,Febuary,1.557
Eggs,2019,March,1.544
Eggs,2019,April,1.463
Eggs,2019,May,1.362
Eggs,2019,June,1.203
Eggs,2019,July,1.243
Eggs,2019,August,1.219
Eggs,2019,September,1.383
Eggs,2019,October,1.282
Eggs,2019,November,1.405
Eggs,2019,December,1.535
Eggs,2020,January,1.461
Eggs,2020,Febuary,1.449
Eggs,2020,March,1.525
Eggs,2020,April,2.019
Eggs,2020,May,1.64
Eggs,2020,June,1.554
Eggs,2020,July,1.401
Eggs,2020,August,1.328
Eggs,2020,September,1.353
Eggs,2020,October,1.408
Eggs,2020,November,1.45
Eggs,2020,December,1.481
Eggs,2021,January,1.466
Eggs,2021,Febuary,1.597
Eggs,2021,March,1.625
Eggs,2021,April,1.62
Eggs,2021,May,1.625
Eggs,2021,June,1.642
Eggs,2021,July,1.642
Eggs,2021,August,1.709
Eggs,2021,September,1.835
Eggs,2021,October,1.821
Eggs,2021,November,1.718
Eggs,2021,December,1.788
Eggs,2022,January,1.929
Eggs,2022,Febuary,2.005
Eggs,2022,March,2.046
Eggs,2022,April,2.52
Eggs,2022,May,2.863
Eggs,2022,June,2.707
Eggs,2022,July,2.936
Eggs,2022,August,3.116
Eggs,2022,September,2.902
Eggs,2022,October,3.419
Eggs,2022,November,3.589
Eggs,2022,December,4.25
Eggs,2023,January,4.823
Eggs,2023,Febuary,4.211
Eggs,2023,March,3.446
Eggs,2023,April,3.27
Eggs,2023,May,2.666
Eggs,2023,June,2.219
Eggs,2023,July,2.094
Eggs,2023,August,2.043
Eggs,2023,September,2.065
Eggs,2023,October,2.072
Eggs,2023,November,2.138
Eggs,2023,December,2.507
Eggs,2024,January,2.522
Eggs,2024,Febuary,2.996
Eggs,2024,March,2.992
Eggs,2024,April,2.864
Eggs,2024,May,2.699
Eggs,2024,June,2.715
Eggs,2024,July,3.08
Eggs,2024,August,3.204
Eggs,2024,September,3.821
Eggs,2024,October,3.37
Eggs,2024,November,None
Eggs,2024,December,None
Milk,2005,January,3.304
Milk,2005,Febuary,3.176
Milk,2005,March,3.226
Milk,2005,April,3.225
Milk,2005,May,3.207
Milk,2005,June,3.122
Milk,2005,July,3.09
Milk,2005,August,3.136
Milk,2005,September,3.133
Milk,2005,October,3.171
Milk,2005,November,3.211
Milk,2005,December,3.241
Milk,2006,January,3.197
Milk,2006,Febuary,3.224
Milk,2006,March,3.161
Milk,2006,April,3.123
Milk,2006,May,3.066
Milk,2006,June,3.001
Milk,2006,July,3.083
Milk,2006,August,3.019
Milk,2006,September,3.049
Milk,2006,October,3.064
Milk,2006,November,2.985
Milk,2006,December,3.004
Milk,2007,January,3.067
Milk,2007,Febuary,3.083
Milk,2007,March,3.072
Milk,2007,April,3.135
Milk,2007,May,3.259
Milk,2007,June,3.427
Milk,2007,July,3.736
Milk,2007,August,3.807
Milk,2007,September,3.841
Milk,2007,October,3.838
Milk,2007,November,3.904
Milk,2007,December,3.87
Milk,2008,January,3.871
Milk,2008,Febuary,3.869
Milk,2008,March,3.781
Milk,2008,April,3.799
Milk,2008,May,3.76
Milk,2008,June,3.773
Milk,2008,July,3.961
Milk,2008,August,3.886
Milk,2008,September,3.773
Milk,2008,October,3.656
Milk,2008,November,3.734
Milk,2008,December,3.681
Milk,2009,January,3.575
Milk,2009,Febuary,3.319
Milk,2009,March,3.116
Milk,2009,April,3.084
Milk,2009,May,3.068
Milk,2009,June,3.009
Milk,2009,July,2.992
Milk,2009,August,2.979
Milk,2009,September,2.981
Milk,2009,October,3.046
Milk,2009,November,3.034
Milk,2009,December,3.105
Milk,2010,January,3.236
Milk,2010,Febuary,3.203
Milk,2010,March,3.188
Milk,2010,April,3.14
Milk,2010,May,3.178
Milk,2010,June,3.297
Milk,2010,July,3.313
Milk,2010,August,3.303
Milk,2010,September,3.278
Milk,2010,October,3.321
Milk,2010,November,3.327
Milk,2010,December,3.318
Milk,2011,January,3.301
Milk,2011,Febuary,3.357
Milk,2011,March,3.503
Milk,2011,April,3.597
Milk,2011,May,3.653
Milk,2011,June,3.622
Milk,2011,July,3.654
Milk,2011,August,3.713
Milk,2011,September,3.715
Milk,2011,October,3.622
Milk,2011,November,3.557
Milk,2011,December,3.565
Milk,2012,January,3.583
Milk,2012,Febuary,3.52
Milk,2012,March,3.499
Milk,2012,April,3.474
Milk,2012,May,3.427
Milk,2012,June,3.396
Milk,2012,July,3.428
Milk,2012,August,3.474
Milk,2012,September,3.469
Milk,2012,October,3.524
Milk,2012,November,3.536
Milk,2012,December,3.58
Milk,2013,January,3.526
Milk,2013,Febuary,3.48
Milk,2013,March,3.431
Milk,2013,April,3.428
Milk,2013,May,3.441
Milk,2013,June,3.458
Milk,2013,July,3.449
Milk,2013,August,3.448
Milk,2013,September,3.428
Milk,2013,October,3.462
Milk,2013,November,3.491
Milk,2013,December,3.501
Milk,2014,January,3.552
Milk,2014,Febuary,3.561
Milk,2014,March,3.669
Milk,2014,April,3.687
Milk,2014,May,3.735
Milk,2014,June,3.626
Milk,2014,July,3.645
Milk,2014,August,3.673
Milk,2014,September,3.732
Milk,2014,October,3.766
Milk,2014,November,3.858
Milk,2014,December,3.82
Milk,2015,January,3.758
Milk,2015,Febuary,3.496
Milk,2015,March,3.463
Milk,2015,April,3.397
Milk,2015,May,3.387
Milk,2015,June,3.366
Milk,2015,July,3.43
Milk,2015,August,3.389
Milk,2015,September,3.392
Milk,2015,October,3.338
Milk,2015,November,3.299
Milk,2015,December,3.31
Milk,2016,January,3.313
Milk,2016,Febuary,3.23
Milk,2016,March,3.187
Milk,2016,April,3.155
Milk,2016,May,3.157
Milk,2016,June,3.115
Milk,2016,July,3.062
Milk,2016,August,3.141
Milk,2016,September,3.229
Milk,2016,October,3.292
Milk,2016,November,3.28
Milk,2016,December,3.29
Milk,2017,January,3.318
Milk,2017,Febuary,3.3
Milk,2017,March,3.315
Milk,2017,April,3.259
Milk,2017,May,3.242
Milk,2017,June,3.213
Milk,2017,July,3.219
Milk,2017,August,3.168
Milk,2017,September,3.209
Milk,2017,October,3.158
Milk,2017,November,3.15
Milk,2017,December,3.155
Milk,2018,January,2.961
Milk,2018,Febuary,2.923
Milk,2018,March,2.903
Milk,2018,April,2.924
Milk,2018,May,2.919
Milk,2018,June,2.877
Milk,2018,July,2.839
Milk,2018,August,2.871
Milk,2018,September,2.89
Milk,2018,October,2.913
Milk,2018,November,2.877
