sandwich_type,bun_type,fillings,protein,sauce,toppings,spices,side_dish,drink,price
chicken,brioche,lettuce,turkey,mayo,cheese,pepper,salad,water,10.32
chicken,brioche,mustard,chicken,mustard,lettuce,salt,salad,water,14.13
turkey,brioche,cheese,chicken,mustard,cheese,pepper,chips,water,5.97
turkey,brioche,mayo,chicken,mayo,lettuce,salt,salad,soda,9.69
chicken,brioche,mayo,beef,mustard,cheese,pepper,salad,soda,14.38
chicken,brioche,lettuce,beef,mayo,tomato,salt,chips,soda,9.58
chicken,brioche,lettuce,chicken,mayo,tomato,pepper,chips,water,12.81
chicken,brioche,mayo,chicken,mayo,lettuce,pepper,chips,water,9.27
chicken,brioche,cheese,beef,mustard,cheese,salt,chips,water,14.06
turkey,brioche,mayo,turkey,mustard,tomato,pepper,salad,soda,14.89
turkey,brioche,cheese,chicken,mustard,tomato,pepper,chips,soda,11.4
chicken,brioche,mustard,turkey,mayo,tomato,pepper,chips,soda,5.64
chicken,brioche,cheese,beef,mustard,tomato,salt,chips,soda,5.91
chicken,brioche,tomato,turkey,mustard,tomato,pepper,chips,soda,11.46
chicken,brioche,cheese,beef,mayo,cheese,salt,chips,water,8.33
chicken,brioche,mayo,chicken,mayo,tomato,salt,chips,soda,7.5
chicken,brioche,mustard,chicken,mayo,lettuce,pepper,chips,soda,12.05
turkey,brioche,mustard,beef,mayo,tomato,pepper,chips,water,11.0
chicken,brioche,mayo,turkey,mayo,lettuce,salt,salad,water,9.0
turkey,brioche,mayo,turkey,mustard,tomato,salt,chips,water,7.35
turkey,brioche,cheese,chicken,mustard,tomato,pepper,chips,water,10.19
turkey,brioche,lettuce,beef,mayo,lettuce,pepper,chips,water,11.52
chicken,brioche,cheese,beef,mayo,cheese,salt,chips,water,8.11
turkey,brioche,lettuce,beef,mustard,cheese,pepper,chips,water,8.18
turkey,brioche,mayo,beef,mustard,tomato,pepper,salad,water,14.08
chicken,brioche,mustard,beef,mustard,cheese,pepper,chips,soda,6.56
chicken,brioche,mustard,turkey,mustard,cheese,salt,chips,water,10.82
turkey,brioche,lettuce,chicken,mayo,tomato,salt,salad,soda,7.29
chicken,brioche,tomato,beef,mustard,lettuce,salt,salad,soda,9.74
chicken,brioche,cheese,beef,mayo,lettuce,salt,chips,water,13.74
chicken,brioche,lettuce,turkey,mustard,lettuce,pepper,chips,water,14.75
chicken,brioche,lettuce,beef,mayo,cheese,salt,chips,water,7.21
turkey,brioche,cheese,beef,mayo,tomato,pepper,salad,water,5.18
turkey,brioche,lettuce,beef,mayo,cheese,pepper,salad,water,7.35
chicken,brioche,lettuce,chicken,mayo,lettuce,pepper,salad,water,7.76
chicken,brioche,mustard,chicken,mustard,cheese,salt,salad,soda,13.35
chicken,brioche,lettuce,turkey,mustard,tomato,pepper,salad,water,8.84
turkey,brioche,lettuce,turkey,mustard,lettuce,pepper,chips,water,14.54
turkey,brioche,mustard,turkey,mayo,cheese,pepper,chips,water,5.99
chicken,brioche,lettuce,chicken,mayo,tomato,salt,salad,water,13.97
chicken,brioche,mayo,turkey,mayo,lettuce,pepper,salad,water,9.39
chicken,brioche,mustard,turkey,mayo,cheese,pepper,chips,soda,14.57
chicken,brioche,cheese,beef,mustard,tomato,pepper,salad,soda,5.42
turkey,brioche,mayo,chicken,mayo,lettuce,pepper,chips,water,12.55
turkey,brioche,lettuce,turkey,mustard,lettuce,salt,chips,water,6.96
chicken,brioche,cheese,turkey,mayo,cheese,pepper,salad,water,7.12
turkey,brioche,mustard,beef,mayo,cheese,salt,salad,soda,8.34
chicken,brioche,lettuce,beef,mustard,cheese,salt,chips,soda,8.11
turkey,brioche,mayo,chicken,mustard,cheese,salt,chips,water,14.77
chicken,brioche,tomato,beef,mustard,lettuce,pepper,salad,soda,14.21
chicken,brioche,tomato,turkey,mayo,tomato,salt,chips,soda,14.84
chicken,brioche,mayo,beef,mustard,lettuce,pepper,chips,water,14.59
chicken,brioche,tomato,beef,mayo,lettuce,salt,chips,soda,12.11
chicken,brioche,tomato,chicken,mayo,lettuce,salt,salad,water,12.21
turkey,brioche,tomato,chicken,mustard,cheese,pepper,chips,water,9.35
turkey,brioche,lettuce,beef,mayo,tomato,salt,chips,water,11.54
chicken,brioche,cheese,turkey,mayo,cheese,salt,chips,water,13.2
turkey,brioche,lettuce,chicken,mustard,cheese,pepper,salad,soda,14.61
chicken,brioche,tomato,beef,mustard,tomato,salt,salad,water,14.32
chicken,brioche,cheese,turkey,mustard,lettuce,pepper,chips,soda,6.07
chicken,brioche,cheese,beef,mayo,lettuce,pepper,salad,soda,8.45
chicken,brioche,mayo,beef,mayo,tomato,salt,chips,water,10.28
turkey,brioche,lettuce,turkey,mustard,cheese,salt,salad,soda,8.1
turkey,brioche,mayo,turkey,mustard,lettuce,pepper,chips,soda,10.13
turkey,brioche,lettuce,turkey,mayo,cheese,salt,chips,water,9.7
turkey,brioche,mustard,chicken,mustard,cheese,pepper,salad,water,13.15
turkey,brioche,mayo,chicken,mayo,cheese,pepper,salad,water,5.7
turkey,brioche,lettuce,turkey,mayo,lettuce,salt,salad,water,6.39
turkey,brioche,mustard,beef,mayo,cheese,salt,salad,soda,13.25
turkey,brioche,cheese,chicken,mayo,cheese,salt,salad,water,9.72
chicken,brioche,tomato,turkey,mayo,cheese,salt,chips,water,8.12
chicken,brioche,cheese,chicken,mustard,lettuce,salt,salad,water,10.68
chicken,brioche,mustard,beef,mayo,tomato,salt,salad,soda,9.88
chicken,brioche,tomato,turkey,mustard,lettuce,pepper,salad,water,6.83
turkey,brioche,mayo,beef,mustard,tomato,salt,salad,water,5.15
chicken,brioche,cheese,turkey,mayo,lettuce,pepper,chips,soda,10.82
turkey,brioche,tomato,chicken,mustard,tomato,salt,salad,soda,7.89
chicken,brioche,cheese,beef,mustard,cheese,pepper,chips,water,6.64
turkey,brioche,lettuce,chicken,mayo,lettuce,salt,salad,water,9.62
chicken,brioche,cheese,turkey,mayo,cheese,salt,salad,soda,13.75
turkey,brioche,lettuce,turkey,mayo,cheese,salt,chips,water,9.71
turkey,brioche,tomato,beef,mustard,cheese,salt,salad,water,14.96
chicken,brioche,mayo,chicken,mayo,tomato,pepper,salad,soda,8.73
chicken,brioche,mustard,chicken,mayo,cheese,pepper,chips,water,9.13
chicken,brioche,lettuce,turkey,mustard,tomato,salt,chips,soda,10.48
turkey,brioche,cheese,chicken,mustard,tomato,salt,salad,soda,6.75
chicken,brioche,lettuce,chicken,mustard,cheese,pepper,chips,water,11.07
turkey,brioche,cheese,chicken,mustard,cheese,salt,salad,soda,5.26
turkey,brioche,lettuce,chicken,mustard,lettuce,pepper,chips,soda,14.27
turkey,brioche,mustard,chicken,mayo,tomato,salt,salad,soda,13.88
chicken,brioche,mustard,turkey,mustard,lettuce,salt,chips,water,7.08
chicken,brioche,cheese,chicken,mustard,tomato,pepper,chips,soda,12.91
turkey,brioche,mustard,beef,mayo,tomato,pepper,chips,water,9.28
chicken,brioche,mustard,chicken,mayo,tomato,pepper,chips,water,11.99
turkey,brioche,lettuce,turkey,mustard,lettuce,salt,salad,soda,9.41
chicken,brioche,mayo,turkey,mustard,tomato,pepper,chips,water,6.82
turkey,brioche,tomato,chicken,mustard,lettuce,pepper,chips,soda,5.94
turkey,brioche,lettuce,turkey,mustard,cheese,salt,salad,water,13.09
turkey,brioche,mayo,turkey,mustard,lettuce,pepper,salad,water,7.85
chicken,brioche,tomato,turkey,mustard,cheese,pepper,salad,soda,7.11
chicken,brioche,mustard,chicken,mayo,tomato,pepper,salad,soda,9.27
turkey,brioche,mustard,beef,mayo,lettuce,pepper,salad,water,5.61
turkey,brioche,lettuce,turkey,mayo,lettuce,salt,salad,soda,9.55
turkey,brioche,mustard,turkey,mustard,tomato,salt,salad,water,14.73
chicken,brioche,tomato,chicken,mayo,tomato,pepper,chips,water,13.83
turkey,brioche,mustard,turkey,mustard,tomato,pepper,salad,soda,10.92
chicken,brioche,mustard,beef,mayo,tomato,salt,salad,water,8.44
turkey,brioche,tomato,turkey,mayo,tomato,pepper,salad,soda,14.45
turkey,brioche,cheese,turkey,mustard,tomato,salt,salad,water,9.43
turkey,brioche,lettuce,chicken,mustard,tomato,pepper,chips,soda,7.57
turkey,brioche,cheese,chicken,mustard,tomato,pepper,salad,soda,10.18
chicken,brioche,cheese,turkey,mustard,cheese,pepper,chips,water,14.37
turkey,brioche,lettuce,turkey,mustard,tomato,salt,chips,water,9.74
chicken,brioche,mayo,turkey,mustard,cheese,salt,chips,soda,9.99
chicken,brioche,cheese,turkey,mustard,tomato,salt,salad,soda,12.85
turkey,brioche,lettuce,turkey,mustard,cheese,salt,salad,soda,5.28
chicken,brioche,lettuce,chicken,mayo,cheese,pepper,chips,water,5.05
chicken,brioche,tomato,chicken,mustard,cheese,salt,chips,water,5.11
turkey,brioche,tomato,beef,mustard,cheese,pepper,salad,water,8.93
turkey,brioche,mayo,chicken,mayo,lettuce,salt,salad,water,6.85
chicken,brioche,lettuce,turkey,mayo,tomato,pepper,chips,water,10.72
chicken,brioche,mustard,beef,mayo,lettuce,salt,chips,soda,11.18
chicken,brioche,lettuce,beef,mustard,tomato,salt,chips,water,11.5
chicken,brioche,tomato,turkey,mustard,cheese,salt,salad,water,9.44
turkey,brioche,cheese,chicken,mustard,tomato,pepper,chips,water,14.31
chicken,brioche,cheese,chicken,mustard,cheese,salt,chips,water,9.65
turkey,brioche,lettuce,beef,mustard,tomato,salt,chips,water,10.83
turkey,brioche,mustard,turkey,mayo,lettuce,salt,salad,soda,7.06
turkey,brioche,mayo,chicken,mustard,lettuce,pepper,chips,water,7.3
chicken,brioche,mustard,beef,mayo,cheese,pepper,chips,soda,7.83
chicken,brioche,cheese,turkey,mayo,tomato,pepper,chips,water,14.74
turkey,brioche,tomato,chicken,mustard,lettuce,salt,salad,water,11.94
chicken,brioche,lettuce,turkey,mayo,cheese,pepper,chips,water,13.85
chicken,brioche,mustard,turkey,mustard,cheese,salt,chips,water,14.8
turkey,brioche,mustard,chicken,mayo,cheese,pepper,chips,soda,8.78
chicken,brioche,cheese,turkey,mayo,tomato,salt,salad,soda,14.83
chicken,brioche,mustard,turkey,mustard,lettuce,salt,chips,water,12.77
turkey,brioche,mayo,beef,mustard,lettuce,salt,salad,soda,12.7
chicken,brioche,lettuce,beef,mayo,cheese,pepper,chips,soda,7.79
chicken,brioche,mustard,turkey,mustard,cheese,salt,salad,soda,10.5
chicken,brioche,mustard,chicken,mustard,cheese,pepper,salad,soda,6.8
chicken,brioche,cheese,turkey,mustard,tomato,pepper,salad,water,8.92
chicken,brioche,mustard,beef,mayo,cheese,salt,chips,soda,13.22
chicken,brioche,mayo,beef,mayo,cheese,salt,salad,water,10.46
turkey,brioche,lettuce,chicken,mayo,cheese,pepper,salad,soda,7.61
chicken,brioche,cheese,chicken,mayo,lettuce,salt,salad,soda,9.97
turkey,brioche,tomato,beef,mustard,lettuce,pepper,salad,soda,8.16
turkey,brioche,cheese,beef,mayo,cheese,salt,chips,soda,14.18
chicken,brioche,mayo,turkey,mustard,cheese,pepper,chips,soda,9.81
chicken,brioche,lettuce,chicken,mustard,lettuce,salt,salad,soda,9.83
chicken,brioche,cheese,beef,mayo,lettuce,salt,chips,water,5.39
turkey,brioche,lettuce,turkey,mayo,cheese,pepper,chips,soda,13.13
turkey,brioche,tomato,beef,mayo,tomato,salt,chips,soda,12.48
turkey,brioche,mustard,beef,mustard,tomato,salt,chips,water,13.7
turkey,brioche,lettuce,turkey,mayo,tomato,salt,chips,soda,10.25
turkey,brioche,cheese,chicken,mustard,cheese,salt,chips,water,14.41
turkey,brioche,mayo,turkey,mayo,lettuce,pepper,salad,soda,6.82
chicken,brioche,mayo,beef,mayo,cheese,pepper,chips,water,14.51
chicken,brioche,tomato,beef,mustard,lettuce,pepper,chips,soda,9.59
chicken,brioche,mustard,beef,mustard,lettuce,pepper,chips,soda,7.3
turkey,brioche,mustard,chicken,mustard,tomato,salt,salad,water,7.17
turkey,brioche,tomato,chicken,mustard,tomato,pepper,salad,water,12.68
chicken,brioche,mayo,chicken,mustard,lettuce,pepper,salad,soda,5.51
chicken,brioche,mustard,turkey,mayo,tomato,salt,chips,water,7.42
turkey,brioche,cheese,chicken,mayo,tomato,salt,chips,water,10.21
chicken,brioche,cheese,turkey,mustard,lettuce,pepper,chips,soda,8.2
chicken,brioche,cheese,beef,mayo,lettuce,pepper,chips,water,14.94
chicken,brioche,cheese,chicken,mustard,tomato,pepper,chips,water,13.12
turkey,brioche,lettuce,turkey,mayo,cheese,pepper,chips,water,6.26
chicken,brioche,tomato,beef,mayo,lettuce,salt,chips,soda,14.94
turkey,brioche,lettuce,beef,mustard,lettuce,salt,chips,soda,5.13
chicken,brioche,mustard,turkey,mustard,cheese,pepper,chips,water,5.97
turkey,brioche,lettuce,beef,mayo,lettuce,salt,salad,water,9.21
turkey,brioche,mustard,turkey,mustard,tomato,salt,chips,water,13.41
turkey,brioche,cheese,chicken,mustard,lettuce,pepper,chips,water,5.96
turkey,brioche,lettuce,turkey,mayo,cheese,pepper,chips,soda,14.56
chicken,brioche,mustard,beef,mayo,tomato,pepper,salad,soda,7.57
chicken,brioche,mayo,chicken,mustard,tomato,pepper,salad,soda,11.82
chicken,brioche,mustard,chicken,mayo,tomato,pepper,chips,soda,7.94
chicken,brioche,tomato,beef,mustard,tomato,pepper,salad,soda,10.05
chicken,brioche,mayo,chicken,mustard,lettuce,salt,chips,water,5.12
turkey,brioche,lettuce,chicken,mustard,cheese,salt,salad,water,12.31
turkey,brioche,lettuce,turkey,mayo,tomato,salt,chips,soda,13.84
chicken,brioche,tomato,beef,mayo,lettuce,pepper,salad,water,11.22
turkey,brioche,tomato,beef,mayo,tomato,salt,chips,soda,6.88
turkey,brioche,cheese,turkey,mayo,cheese,pepper,chips,water,13.68
turkey,brioche,lettuce,chicken,mayo,lettuce,pepper,chips,water,8.09
chicken,brioche,mayo,beef,mustard,cheese,pepper,salad,soda,12.12
turkey,brioche,tomato,chicken,mustard,cheese,salt,chips,soda,9.4
turkey,brioche,cheese,chicken,mustard,tomato,salt,chips,water,12.08
chicken,brioche,cheese,turkey,mustard,lettuce,salt,chips,water,8.49
turkey,brioche,tomato,turkey,mayo,lettuce,pepper,salad,soda,12.27
chicken,brioche,mustard,beef,mayo,tomato,salt,salad,soda,6.62
turkey,brioche,mustard,chicken,mustard,lettuce,pepper,salad,soda,11.93
turkey,brioche,lettuce,chicken,mayo,lettuce,salt,chips,soda,14.4
turkey,brioche,cheese,turkey,mayo,cheese,pepper,salad,water,7.42
chicken,brioche,lettuce,turkey,mustard,cheese,salt,salad,water,8.88
chicken,brioche,cheese,chicken,mayo,lettuce,salt,chips,soda,12.06
chicken,brioche,cheese,turkey,mayo,tomato,pepper,chips,water,14.52
chicken,brioche,cheese,turkey,mayo,tomato,salt,salad,water,13.82
chicken,brioche,mayo,chicken,mayo,lettuce,salt,chips,water,7.66
chicken,brioche,cheese,turkey,mustard,lettuce,pepper,chips,water,13.01
chicken,brioche,lettuce,turkey,mayo,lettuce,pepper,chips,water,13.54
turkey,brioche,mayo,beef,mayo,tomato,pepper,salad,water,6.0
chicken,brioche,tomato,beef,mayo,cheese,pepper,salad,water,12.34
chicken,brioche,cheese,beef,mustard,tomato,salt,chips,soda,11.92
chicken,brioche,mayo,beef,mustard,cheese,salt,chips,soda,11.89
chicken,brioche,lettuce,chicken,mustard,lettuce,salt,salad,soda,8.82
turkey,brioche,mayo,beef,mustard,cheese,salt,salad,water,14.54
turkey,brioche,lettuce,chicken,mayo,tomato,pepper,salad,water,5.33
turkey,brioche,tomato,chicken,mayo,tomato,pepper,chips,water,13.77
turkey,brioche,cheese,turkey,mayo,cheese,salt,chips,water,10.71
turkey,brioche,cheese,chicken,mayo,lettuce,pepper,salad,soda,10.55
chicken,brioche,tomato,chicken,mustard,cheese,pepper,salad,water,8.38
chicken,brioche,cheese,beef,mustard,tomato,pepper,salad,water,11.64
chicken,brioche,tomato,beef,mayo,lettuce,pepper,salad,soda,5.67
turkey,brioche,cheese,turkey,mayo,lettuce,salt,salad,soda,7.75
turkey,brioche,tomato,beef,mustard,tomato,pepper,chips,water,12.36
turkey,brioche,mustard,chicken,mayo,tomato,pepper,chips,soda,12.99
turkey,brioche,mustard,beef,mustard,cheese,pepper,salad,water,5.96
turkey,brioche,cheese,turkey,mayo,tomato,salt,salad,water,9.3
turkey,brioche,cheese,turkey,mayo,tomato,salt,salad,water,8.81
turkey,brioche,lettuce,beef,mustard,tomato,salt,salad,water,11.71
chicken,brioche,lettuce,turkey,mayo,tomato,pepper,chips,soda,7.49
chicken,brioche,tomato,turkey,mustard,cheese,salt,chips,water,11.5
turkey,brioche,mustard,beef,mayo,tomato,pepper,chips,water,10.74
turkey,brioche,lettuce,beef,mayo,cheese,pepper,chips,soda,14.21
turkey,brioche,lettuce,chicken,mustard,lettuce,pepper,salad,soda,12.71
chicken,brioche,mustard,chicken,mustard,lettuce,pepper,chips,soda,11.7
turkey,brioche,lettuce,turkey,mustard,lettuce,salt,chips,water,7.65
turkey,brioche,lettuce,chicken,mustard,cheese,pepper,chips,soda,12.6
chicken,brioche,mayo,beef,mustard,lettuce,pepper,salad,soda,7.89
turkey,brioche,tomato,chicken,mustard,tomato,salt,chips,water,12.82
chicken,brioche,mustard,beef,mustard,tomato,salt,chips,soda,14.7
turkey,brioche,lettuce,chicken,mustard,cheese,salt,salad,soda,14.35
chicken,brioche,mustard,turkey,mustard,cheese,salt,salad,soda,13.15
turkey,brioche,cheese,beef,mustard,cheese,salt,salad,water,12.05
chicken,brioche,mustard,chicken,mustard,tomato,pepper,chips,soda,12.03
chicken,brioche,cheese,turkey,mayo,tomato,salt,chips,water,7.57
chicken,brioche,mayo,beef,mustard,tomato,salt,chips,water,8.34
turkey,brioche,mustard,turkey,mustard,lettuce,salt,salad,soda,12.55
chicken,brioche,mustard,beef,mayo,tomato,pepper,salad,soda,12.37
chicken,brioche,lettuce,chicken,mayo,tomato,pepper,salad,water,12.47
chicken,brioche,tomato,chicken,mustard,tomato,pepper,chips,soda,12.69
chicken,brioche,mayo,turkey,mayo,cheese,salt,chips,water,5.89
turkey,brioche,mayo,turkey,mayo,lettuce,salt,salad,water,11.59
chicken,brioche,mustard,beef,mayo,lettuce,pepper,chips,water,6.93
chicken,brioche,mayo,chicken,mayo,tomato,salt,chips,soda,10.99
turkey,brioche,lettuce,turkey,mustard,lettuce,salt,salad,water,11.96
turkey,brioche,lettuce,chicken,mayo,cheese,pepper,chips,soda,12.3
chicken,brioche,tomato,beef,mayo,cheese,pepper,salad,soda,10.05
chicken,brioche,cheese,turkey,mustard,cheese,salt,chips,water,6.18
