order_id,sandwich_type,bread_type,cheese_type,toppings,sauce,side_order,drink,order_date
668,Veggie,Rye,Provolone,Lettuce,Mustard,Salad,Soda,7/23/2022
669,Turkey,Rye,Cheddar,Lettuce,Ranch,Salad,Soda,12/19/2022
670,Turkey,White,Cheddar,Onion,Ranch,Chips,Iced Tea,6/23/2022
671,Veggie,Wheat,Provolone,Pickles,Mustard,Salad,Soda,2/12/2022
672,Ham,White,Cheddar,Pickles,Mustard,Fruit,Iced Tea,5/4/2022
673,Veggie,Wheat,Provolone,Tomato,Mayo,Fruit,Water,9/22/2022
674,Ham,White,Swiss,Tomato,Ranch,Salad,Iced Tea,6/9/2022
675,Turkey,Wheat,Cheddar,Pickles,Mustard,Chips,Soda,4/10/2022
676,Ham,White,Cheddar,Pickles,Ranch,Salad,Water,12/7/2022
677,Veggie,Rye,Cheddar,Onion,Ranch,Chips,Water,12/24/2022
678,Veggie,Rye,Cheddar,Lettuce,Mayo,Salad,Water,3/17/2022
679,Turkey,White,Swiss,Pickles,Mayo,Chips,Soda,4/5/2022
680,Turkey,Rye,Swiss,Pickles,Mayo,Salad,Iced Tea,8/31/2022
681,Ham,Wheat,Cheddar,Lettuce,Mayo,Chips,Iced Tea,12/26/2022
682,Ham,Rye,Provolone,Lettuce,Mustard,Chips,Iced Tea,6/16/2022
683,Veggie,Wheat,Swiss,Pickles,Ranch,Fruit,Iced Tea,6/23/2022
684,Veggie,Wheat,Cheddar,Pickles,Mayo,Chips,Water,11/18/2022
685,Ham,White,Cheddar,Lettuce,Mustard,Fruit,Water,4/19/2022
686,Turkey,Wheat,Cheddar,Tomato,Mustard,Fruit,Water,9/28/2022
687,Veggie,Rye,Cheddar,Tomato,Ranch,Salad,Iced Tea,7/18/2022
688,Ham,White,Cheddar,Onion,Mustard,Salad,Water,9/6/2022
689,Veggie,White,Provolone,Onion,Mayo,Salad,Soda,11/16/2022
690,Turkey,Wheat,Swiss,Onion,Mayo,Fruit,Soda,7/4/2022
691,Veggie,Rye,Provolone,Lettuce,Mayo,Chips,Soda,10/8/2022
692,Ham,White,Provolone,Lettuce,Mustard,Fruit,Water,9/24/2022
693,Veggie,Wheat,Swiss,Onion,Ranch,Fruit,Water,12/19/2022
694,Ham,White,Cheddar,Lettuce,Ranch,Fruit,Soda,1/23/2022
695,Veggie,Wheat,Provolone,Lettuce,Ranch,Fruit,Iced Tea,5/17/2022
696,Ham,Rye,Swiss,Pickles,Mustard,Chips,Water,6/21/2022
697,Ham,Wheat,Provolone,Tomato,Mayo,Salad,Iced Tea,9/28/2022
698,Veggie,Wheat,Provolone,Lettuce,Mustard,Chips,Soda,7/21/2022
699,Veggie,White,Cheddar,Tomato,Mustard,Chips,Soda,10/10/2022
700,Turkey,Rye,Swiss,Tomato,Mayo,Chips,Water,12/13/2022
701,Turkey,Rye,Provolone,Onion,Mayo,Salad,Soda,12/7/2022
702,Veggie,White,Swiss,Pickles,Ranch,Chips,Water,2/8/2022
703,Veggie,Wheat,Swiss,Lettuce,Mayo,Salad,Iced Tea,1/29/2022
704,Veggie,Rye,Swiss,Lettuce,Mayo,Fruit,Soda,11/10/2022
705,Turkey,White,Cheddar,Tomato,Mayo,Fruit,Soda,10/23/2022
706,Turkey,Rye,Provolone,Tomato,Ranch,Salad,Iced Tea,9/16/2022
707,Ham,Wheat,Cheddar,Tomato,Mustard,Chips,Soda,9/18/2022
708,Veggie,White,Provolone,Lettuce,Mustard,Fruit,Iced Tea,10/10/2022
709,Ham,White,Swiss,Pickles,Mayo,Fruit,Water,12/2/2022
710,Veggie,Rye,Provolone,Tomato,Ranch,Chips,Iced Tea,8/29/2022
711,Veggie,White,Swiss,Pickles,Mayo,Fruit,Water,12/3/2022
712,Ham,Wheat,Cheddar,Tomato,Mustard,Chips,Water,7/7/2022
713,Ham,White,Swiss,Onion,Ranch,Salad,Soda,8/16/2022
714,Ham,Rye,Swiss,Pickles,Mustard,Salad,Water,4/24/2022
715,Veggie,Wheat,Provolone,Pickles,Mayo,Chips,Water,11/6/2022
716,Veggie,White,Provolone,Onion,Mayo,Chips,Soda,10/1/2022
717,Turkey,White,Swiss,Tomato,Ranch,Chips,Water,7/2/2022
718,Veggie,Rye,Provolone,Pickles,Mustard,Fruit,Water,4/30/2022
719,Veggie,Wheat,Swiss,Pickles,Mustard,Salad,Water,2/18/2022
720,Turkey,Rye,Provolone,Lettuce,Mustard,Chips,Iced Tea,7/1/2022
721,Veggie,White,Provolone,Onion,Mustard,Chips,Water,7/12/2022
722,Veggie,Rye,Cheddar,Lettuce,Mayo,Salad,Soda,2/25/2022
723,Veggie,Rye,Provolone,Lettuce,Mustard,Salad,Iced Tea,7/17/2022
724,Veggie,Wheat,Cheddar,Pickles,Ranch,Fruit,Water,8/11/2022
725,Veggie,White,Cheddar,Pickles,Mustard,Chips,Iced Tea,7/13/2022
726,Veggie,Rye,Swiss,Onion,Ranch,Chips,Soda,10/19/2022
727,Ham,Wheat,Cheddar,Lettuce,Mayo,Fruit,Iced Tea,6/13/2022
728,Turkey,Rye,Cheddar,Onion,Mayo,Fruit,Soda,7/20/2022
729,Turkey,Rye,Cheddar,Lettuce,Mustard,Fruit,Iced Tea,4/30/2022
730,Turkey,Wheat,Swiss,Onion,Mayo,Salad,Soda,7/3/2022
731,Veggie,White,Swiss,Tomato,Mayo,Salad,Soda,7/27/2022
732,Ham,White,Swiss,Onion,Mayo,Fruit,Iced Tea,3/20/2022
733,Veggie,Wheat,Swiss,Lettuce,Mayo,Chips,Soda,2/22/2022
734,Veggie,Rye,Provolone,Onion,Ranch,Fruit,Iced Tea,11/28/2022
735,Veggie,Rye,Cheddar,Onion,Mustard,Salad,Soda,11/27/2022
736,Veggie,Rye,Cheddar,Tomato,Mustard,Fruit,Water,12/19/2022
737,Ham,White,Cheddar,Onion,Mayo,Salad,Iced Tea,10/8/2022
738,Ham,Wheat,Cheddar,Tomato,Mustard,Fruit,Iced Tea,12/12/2022
739,Veggie,Rye,Cheddar,Lettuce,Ranch,Chips,Iced Tea,7/13/2022
740,Ham,Rye,Cheddar,Tomato,Mayo,Fruit,Soda,3/25/2022
741,Veggie,Rye,Provolone,Lettuce,Ranch,Chips,Iced Tea,10/20/2022
742,Turkey,White,Swiss,Lettuce,Mustard,Fruit,Water,12/19/2022
743,Turkey,Wheat,Swiss,Lettuce,Ranch,Fruit,Soda,5/22/2022
744,Ham,White,Swiss,Pickles,Mustard,Fruit,Iced Tea,3/7/2022
745,Veggie,Wheat,Cheddar,Pickles,Mustard,Chips,Iced Tea,6/2/2022
746,Ham,White,Swiss,Pickles,Mayo,Salad,Iced Tea,11/29/2022
747,Turkey,White,Swiss,Tomato,Ranch,Salad,Soda,7/18/2022
748,Turkey,Wheat,Cheddar,Pickles,Mayo,Fruit,Iced Tea,7/6/2022
749,Ham,Rye,Swiss,Onion,Mayo,Chips,Iced Tea,5/26/2022
750,Turkey,Rye,Swiss,Onion,Mustard,Chips,Water,1/18/2022
751,Ham,White,Swiss,Tomato,Mustard,Fruit,Soda,12/29/2022
752,Turkey,White,Cheddar,Pickles,Mayo,Fruit,Iced Tea,7/20/2022
753,Turkey,Wheat,Cheddar,Tomato,Mustard,Chips,Iced Tea,6/21/2022
754,Turkey,Wheat,Cheddar,Tomato,Mustard,Salad,Soda,9/7/2022
755,Turkey,White,Swiss,Lettuce,Mustard,Salad,Soda,12/27/2022
756,Veggie,Rye,Provolone,Onion,Mustard,Chips,Water,10/14/2022
757,Ham,White,Swiss,Lettuce,Mustard,Salad,Water,11/27/2022
758,Veggie,White,Swiss,Onion,Mustard,Salad,Soda,3/20/2022
759,Ham,Rye,Provolone,Pickles,Mustard,Fruit,Soda,4/14/2022
760,Turkey,Wheat,Cheddar,Lettuce,Ranch,Salad,Soda,7/22/2022
761,Turkey,White,Provolone,Onion,Mayo,Salad,Soda,4/17/2022
762,Ham,White,Cheddar,Tomato,Ranch,Salad,Soda,3/28/2022
763,Turkey,Wheat,Provolone,Pickles,Ranch,Chips,Soda,1/31/2022
764,Ham,White,Provolone,Onion,Mustard,Chips,Water,10/9/2022
765,Ham,Rye,Provolone,Pickles,Mustard,Chips,Water,3/30/2022
766,Turkey,Rye,Swiss,Tomato,Ranch,Fruit,Water,11/29/2022
767,Turkey,Wheat,Provolone,Onion,Mustard,Salad,Iced Tea,3/31/2022
768,Ham,White,Swiss,Tomato,Ranch,Chips,Iced Tea,9/16/2022
769,Turkey,White,Swiss,Tomato,Ranch,Fruit,Water,7/22/2022
770,Veggie,Rye,Swiss,Onion,Mayo,Chips,Iced Tea,7/29/2022
771,Veggie,Rye,Cheddar,Lettuce,Mayo,Chips,Iced Tea,8/9/2022
772,Veggie,Wheat,Cheddar,Onion,Mayo,Salad,Water,1/26/2022
773,Ham,Wheat,Provolone,Tomato,Mayo,Fruit,Soda,10/22/2022
774,Veggie,Rye,Swiss,Tomato,Mustard,Salad,Water,7/12/2022
775,Turkey,Wheat,Provolone,Lettuce,Mayo,Chips,Soda,9/28/2022
776,Veggie,White,Provolone,Lettuce,Ranch,Fruit,Iced Tea,7/21/2022
777,Veggie,Rye,Swiss,Tomato,Ranch,Salad,Soda,6/8/2022
778,Veggie,Rye,Swiss,Onion,Mayo,Fruit,Soda,9/29/2022
779,Ham,Wheat,Provolone,Onion,Ranch,Chips,Iced Tea,11/1/2022
780,Veggie,White,Provolone,Pickles,Ranch,Salad,Water,10/16/2022
781,Turkey,Rye,Cheddar,Pickles,Mayo,Fruit,Iced Tea,3/2/2022
782,Turkey,Rye,Swiss,Onion,Ranch,Salad,Water,11/14/2022
783,Veggie,Rye,Cheddar,Tomato,Mayo,Chips,Water,7/30/2022
784,Ham,Rye,Provolone,Pickles,Mayo,Salad,Iced Tea,9/23/2022
785,Ham,Wheat,Swiss,Pickles,Mayo,Salad,Iced Tea,10/9/2022
786,Ham,White,Cheddar,Onion,Mustard,Salad,Water,11/17/2022
787,Veggie,Rye,Provolone,Pickles,Mustard,Chips,Iced Tea,10/24/2022
788,Veggie,White,Cheddar,Pickles,Mustard,Chips,Soda,4/15/2022
789,Ham,White,Swiss,Pickles,Mustard,Chips,Water,9/10/2022
790,Turkey,Rye,Provolone,Pickles,Mustard,Salad,Soda,7/25/2022
791,Turkey,Rye,Provolone,Onion,Mustard,Chips,Soda,2/14/2022
792,Veggie,Wheat,Provolone,Lettuce,Mayo,Salad,Water,4/26/2022
793,Ham,Wheat,Provolone,Onion,Ranch,Fruit,Soda,8/5/2022
794,Turkey,Wheat,Provolone,Onion,Ranch,Chips,Iced Tea,8/29/2022
795,Turkey,Rye,Cheddar,Onion,Ranch,Salad,Water,12/2/2022
796,Turkey,Wheat,Cheddar,Lettuce,Mustard,Fruit,Water,3/22/2022
797,Turkey,White,Cheddar,Lettuce,Ranch,Salad,Water,6/30/2022
798,Ham,White,Cheddar,Lettuce,Mayo,Salad,Iced Tea,2/1/2022
799,Turkey,Wheat,Provolone,Lettuce,Mustard,Salad,Iced Tea,11/2/2022
800,Ham,Rye,Provolone,Onion,Ranch,Fruit,Water,12/16/2022
801,Turkey,Rye,Swiss,Onion,Mustard,Fruit,Iced Tea,4/22/2022
802,Veggie,White,Provolone,Tomato,Ranch,Salad,Water,4/27/2022
803,Turkey,White,Cheddar,Tomato,Mayo,Salad,Soda,8/1/2022
804,Turkey,White,Cheddar,Pickles,Ranch,Salad,Water,12/10/2022
805,Ham,White,Provolone,Onion,Mustard,Chips,Iced Tea,12/19/2022
806,Ham,Wheat,Swiss,Tomato,Mustard,Salad,Water,5/17/2022
807,Turkey,Rye,Provolone,Pickles,Mustard,Chips,Iced Tea,12/29/2022
808,Ham,White,Cheddar,Lettuce,Ranch,Salad,Soda,1/7/2022
809,Ham,Rye,Provolone,Onion,Ranch,Chips,Water,6/27/2022
810,Ham,Wheat,Cheddar,Onion,Mayo,Fruit,Water,8/11/2022
811,Veggie,Rye,Provolone,Tomato,Mustard,Salad,Iced Tea,8/23/2022
812,Veggie,Wheat,Provolone,Tomato,Mayo,Salad,Iced Tea,5/25/2022
813,Turkey,Wheat,Swiss,Lettuce,Mustard,Chips,Iced Tea,11/6/2022
814,Veggie,Wheat,Cheddar,Onion,Mayo,Chips,Iced Tea,7/12/2022
815,Veggie,Wheat,Provolone,Pickles,Ranch,Salad,Soda,8/18/2022
816,Veggie,Rye,Cheddar,Pickles,Mayo,Fruit,Soda,7/20/2022
817,Turkey,White,Cheddar,Pickles,Ranch,Salad,Iced Tea,4/12/2022
818,Ham,Wheat,Provolone,Pickles,Mayo,Chips,Water,6/7/2022
819,Veggie,Rye,Provolone,Lettuce,Mayo,Chips,Water,11/3/2022
820,Veggie,White,Cheddar,Lettuce,Mustard,Fruit,Iced Tea,7/4/2022
821,Veggie,White,Swiss,Lettuce,Mustard,Fruit,Water,7/28/2022
822,Turkey,Wheat,Provolone,Pickles,Mustard,Chips,Soda,9/6/2022
823,Veggie,Wheat,Cheddar,Onion,Mayo,Salad,Iced Tea,11/4/2022
824,Veggie,Wheat,Provolone,Tomato,Mayo,Fruit,Iced Tea,9/6/2022
825,Veggie,Wheat,Swiss,Pickles,Mustard,Fruit,Iced Tea,8/8/2022
826,Ham,Rye,Swiss,Onion,Ranch,Fruit,Soda,8/27/2022
827,Veggie,Rye,Cheddar,Tomato,Mayo,Salad,Iced Tea,12/13/2022
828,Ham,White,Swiss,Lettuce,Mayo,Fruit,Iced Tea,8/22/2022
829,Turkey,Rye,Cheddar,Onion,Mayo,Chips,Soda,7/2/2022
830,Veggie,White,Swiss,Tomato,Mustard,Chips,Soda,5/25/2022
831,Veggie,Wheat,Provolone,Tomato,Mayo,Salad,Iced Tea,4/10/2022
832,Ham,Wheat,Provolone,Onion,Mustard,Salad,Iced Tea,4/26/2022
833,Turkey,Wheat,Cheddar,Onion,Ranch,Chips,Water,6/10/2022
834,Turkey,Wheat,Swiss,Pickles,Ranch,Fruit,Water,9/21/2022
835,Turkey,Wheat,Swiss,Pickles,Mustard,Fruit,Soda,7/8/2022
836,Ham,Wheat,Cheddar,Pickles,Ranch,Chips,Iced Tea,6/1/2022
837,Turkey,White,Provolone,Pickles,Mayo,Chips,Soda,10/19/2022
838,Ham,Rye,Swiss,Tomato,Ranch,Chips,Soda,5/3/2022
839,Ham,White,Provolone,Tomato,Mayo,Chips,Water,11/2/2022
840,Veggie,Wheat,Swiss,Pickles,Ranch,Salad,Iced Tea,9/13/2022
841,Ham,White,Provolone,Tomato,Mustard,Fruit,Iced Tea,10/1/2022
842,Veggie,White,Cheddar,Lettuce,Mustard,Chips,Iced Tea,11/27/2022
843,Veggie,Wheat,Cheddar,Lettuce,Ranch,Salad,Water,12/20/2022
844,Veggie,Wheat,Cheddar,Tomato,Mustard,Salad,Water,5/8/2022
845,Veggie,Wheat,Provolone,Pickles,Mustard,Fruit,Water,1/19/2022
846,Veggie,White,Swiss,Onion,Ranch,Salad,Iced Tea,1/15/2022
847,Turkey,Wheat,Swiss,Lettuce,Ranch,Chips,Soda,1/21/2022
848,Turkey,White,Provolone,Pickles,Mayo,Chips,Water,7/16/2022
849,Veggie,Wheat,Cheddar,Onion,Mayo,Fruit,Water,11/12/2022
850,Turkey,Rye,Cheddar,Lettuce,Mustard,Chips,Water,6/24/2022
851,Veggie,White,Cheddar,Tomato,Mustard,Salad,Soda,2/2/2022
852,Turkey,Rye,Swiss,Tomato,Mayo,Salad,Soda,1/14/2022
853,Veggie,Rye,Cheddar,Tomato,Mustard,Salad,Water,11/18/2022
854,Veggie,Rye,Swiss,Lettuce,Mayo,Chips,Soda,12/4/2022
855,Veggie,Rye,Provolone,Pickles,Ranch,Salad,Iced Tea,4/25/2022
856,Ham,Rye,Swiss,Tomato,Mustard,Chips,Soda,7/28/2022
857,Veggie,Rye,Cheddar,Onion,Ranch,Fruit,Iced Tea,3/20/2022
858,Turkey,White,Cheddar,Lettuce,Mustard,Chips,Water,2/12/2022
859,Turkey,Wheat,Cheddar,Onion,Mayo,Chips,Water,10/1/2022
860,Ham,Wheat,Cheddar,Lettuce,Mustard,Fruit,Soda,9/30/2022
861,Turkey,Rye,Provolone,Lettuce,Mustard,Salad,Soda,11/12/2022
862,Ham,Wheat,Cheddar,Onion,Ranch,Fruit,Soda,7/16/2022
863,Veggie,White,Provolone,Onion,Mustard,Fruit,Iced Tea,6/23/2022
864,Ham,Wheat,Provolone,Lettuce,Mayo,Salad,Iced Tea,9/26/2022
865,Veggie,Rye,Provolone,Onion,Mayo,Fruit,Water,11/27/2022
866,Veggie,Wheat,Provolone,Pickles,Ranch,Fruit,Water,3/30/2022
867,Ham,Rye,Provolone,Tomato,Mustard,Salad,Soda,4/18/2022
868,Ham,Rye,Swiss,Pickles,Ranch,Fruit,Iced Tea,12/3/2022
869,Ham,White,Provolone,Lettuce,Mustard,Fruit,Water,2/3/2022
870,Veggie,White,Swiss,Pickles,Mustard,Salad,Soda,10/10/2022
871,Ham,White,Provolone,Tomato,Mustard,Chips,Iced Tea,9/21/2022
872,Veggie,Wheat,Cheddar,Lettuce,Mustard,Salad,Soda,8/22/2022
873,Turkey,Rye,Swiss,Pickles,Ranch,Chips,Soda,11/23/2022
874,Ham,White,Cheddar,Lettuce,Mustard,Salad,Iced Tea,1/1/2022
875,Ham,White,Provolone,Tomato,Mustard,Fruit,Water,7/19/2022
876,Turkey,Rye,Cheddar,Lettuce,Mustard,Salad,Water,10/7/2022
877,Ham,Wheat,Swiss,Pickles,Mustard,Chips,Iced Tea,3/17/2022
878,Turkey,White,Cheddar,Onion,Mayo,Chips,Water,10/28/2022
879,Veggie,White,Cheddar,Tomato,Mayo,Salad,Iced Tea,10/11/2022
880,Turkey,Rye,Provolone,Onion,Mayo,Chips,Soda,7/2/2022
881,Turkey,White,Cheddar,Tomato,Ranch,Chips,Soda,6/29/2022
882,Turkey,Rye,Provolone,Pickles,Ranch,Fruit,Soda,12/21/2022
883,Veggie,Wheat,Swiss,Tomato,Mayo,Fruit,Soda,7/6/2022
884,Ham,Rye,Provolone,Lettuce,Ranch,Chips,Water,9/7/2022
885,Turkey,White,Cheddar,Pickles,Mustard,Fruit,Water,4/27/2022
886,Veggie,Rye,Swiss,Pickles,Mayo,Fruit,Water,11/24/2022
887,Turkey,Rye,Cheddar,Lettuce,Mayo,Chips,Water,8/13/2022
888,Ham,Rye,Provolone,Onion,Mayo,Fruit,Water,2/8/2022
889,Veggie,White,Provolone,Onion,Mayo,Fruit,Iced Tea,9/26/2022
890,Turkey,Wheat,Swiss,Tomato,Ranch,Fruit,Water,7/6/2022
891,Turkey,White,Provolone,Pickles,Ranch,Chips,Soda,7/13/2022
892,Veggie,Rye,Swiss,Lettuce,Mayo,Chips,Soda,8/20/2022
893,Veggie,Rye,Swiss,Lettuce,Mayo,Fruit,Water,5/29/2022
894,Veggie,Rye,Swiss,Lettuce,Mayo,Salad,Soda,6/18/2022
895,Veggie,Rye,Cheddar,Pickles,Mayo,Fruit,Water,2/11/2022
896,Ham,White,Cheddar,Pickles,Mayo,Salad,Soda,3/23/2022
897,Ham,Rye,Swiss,Pickles,Mayo,Fruit,Iced Tea,11/16/2022
898,Turkey,White,Swiss,Lettuce,Mayo,Fruit,Iced Tea,9/19/2022
899,Veggie,Wheat,Provolone,Lettuce,Mayo,Chips,Water,2/18/2022
900,Ham,White,Provolone,Pickles,Mustard,Fruit,Water,4/28/2022
901,Veggie,White,Swiss,Onion,Mustard,Chips,Soda,12/29/2022
902,Ham,Rye,Provolone,Lettuce,Ranch,Salad,Water,2/26/2022
903,Ham,Wheat,Provolone,Pickles,Mayo,Salad,Water,6/29/2022
904,Veggie,White,Provolone,Tomato,Mayo,Fruit,Iced Tea,1/23/2022
905,Veggie,Wheat,Provolone,Tomato,Ranch,Salad,Water,8/31/2022
906,Ham,Wheat,Provolone,Tomato,Mayo,Fruit,Iced Tea,12/29/2022
907,Turkey,White,Cheddar,Pickles,Ranch,Salad,Soda,9/18/2022
908,Ham,White,Swiss,Onion,Mustard,Salad,Iced Tea,8/27/2022
909,Turkey,Wheat,Swiss,Pickles,Mustard,Salad,Water,2/28/2022
910,Ham,White,Provolone,Pickles,Mayo,Fruit,Water,7/31/2022
911,Ham,Rye,Provolone,Onion,Mayo,Salad,Soda,1/29/2022
912,Veggie,Rye,Swiss,Lettuce,Ranch,Chips,Water,7/6/2022
913,Veggie,Rye,Provolone,Onion,Mustard,Chips,Iced Tea,12/23/2022
914,Turkey,Rye,Cheddar,Onion,Mustard,Fruit,Water,1/24/2022
915,Veggie,Rye,Provolone,Tomato,Ranch,Fruit,Soda,6/29/2022
916,Veggie,White,Swiss,Pickles,Mustard,Salad,Water,1/31/2022
917,Veggie,White,Provolone,Tomato,Mustard,Chips,Soda,10/27/2022
918,Turkey,Rye,Cheddar,Tomato,Mayo,Salad,Iced Tea,12/25/2022
919,Veggie,Rye,Cheddar,Onion,Mayo,Salad,Iced Tea,3/1/2022
920,Veggie,Rye,Swiss,Tomato,Ranch,Salad,Soda,12/19/2022
921,Veggie,White,Provolone,Onion,Ranch,Fruit,Water,4/28/2022
922,Turkey,Rye,Cheddar,Tomato,Ranch,Salad,Iced Tea,4/17/2022
923,Veggie,Wheat,Swiss,Lettuce,Mustard,Chips,Iced Tea,8/21/2022
924,Turkey,Rye,Provolone,Lettuce,Mustard,Salad,Soda,12/5/2022
925,Turkey,Wheat,Cheddar,Onion,Mustard,Fruit,Soda,11/23/2022
926,Ham,Wheat,Provolone,Tomato,Mustard,Salad,Water,6/6/2022
927,Veggie,White,Swiss,Onion,Ranch,Fruit,Soda,7/5/2022
928,Turkey,White,Swiss,Lettuce,Ranch,Salad,Water,11/6/2022
929,Turkey,Wheat,Swiss,Tomato,Ranch,Fruit,Iced Tea,10/16/2022
930,Veggie,Rye,Cheddar,Tomato,Ranch,Fruit,Soda,9/24/2022
931,Ham,Rye,Swiss,Tomato,Mustard,Salad,Water,1/25/2022
932,Ham,Rye,Cheddar,Onion,Mustard,Chips,Water,10/1/2022
933,Turkey,Wheat,Provolone,Onion,Mustard,Chips,Iced Tea,5/7/2022
934,Veggie,Wheat,Swiss,Onion,Mustard,Chips,Soda,8/8/2022
935,Veggie,White,Cheddar,Onion,Mayo,Chips,Water,7/27/2022
936,Turkey,Rye,Provolone,Onion,Mustard,Salad,Water,11/26/2022
937,Veggie,White,Provolone,Onion,Ranch,Chips,Water,4/20/2022
938,Turkey,Wheat,Cheddar,Onion,Ranch,Salad,Water,7/19/2022
939,Turkey,Rye,Cheddar,Tomato,Mustard,Salad,Water,12/5/2022
940,Ham,Rye,Cheddar,Onion,Ranch,Salad,Iced Tea,7/12/2022
941,Ham,Rye,Cheddar,Lettuce,Ranch,Chips,Soda,1/19/2022
942,Ham,White,Cheddar,Tomato,Mustard,Fruit,Soda,5/7/2022
943,Ham,Rye,Cheddar,Pickles,Mayo,Chips,Iced Tea,5/23/2022
944,Ham,Rye,Swiss,Tomato,Mayo,Salad,Water,1/27/2022
945,Ham,Wheat,Swiss,Lettuce,Mayo,Chips,Water,1/2/2022
946,Ham,White,Cheddar,Pickles,Ranch,Chips,Soda,9/9/2022
947,Turkey,Wheat,Swiss,Onion,Ranch,Fruit,Water,1/16/2022
948,Ham,Rye,Provolone,Tomato,Ranch,Chips,Soda,7/6/2022
949,Ham,White,Swiss,Lettuce,Mayo,Salad,Iced Tea,8/15/2022
950,Ham,Rye,Provolone,Lettuce,Mayo,Chips,Soda,6/16/2022
951,Ham,Rye,Swiss,Lettuce,Ranch,Chips,Iced Tea,10/26/2022
952,Turkey,Wheat,Provolone,Tomato,Mayo,Fruit,Soda,1/28/2022
953,Ham,Wheat,Provolone,Onion,Mayo,Fruit,Iced Tea,11/29/2022
954,Veggie,White,Swiss,Pickles,Ranch,Fruit,Iced Tea,5/20/2022
955,Veggie,Rye,Provolone,Pickles,Mayo,Chips,Water,2/20/2022
956,Veggie,Wheat,Swiss,Lettuce,Mustard,Fruit,Soda,10/11/2022
957,Veggie,Rye,Swiss,Onion,Mustard,Chips,Water,10/27/2022
958,Veggie,Wheat,Swiss,Lettuce,Mayo,Fruit,Water,7/23/2022
959,Ham,Rye,Cheddar,Lettuce,Ranch,Chips,Iced Tea,11/2/2022
960,Ham,Rye,Swiss,Tomato,Mustard,Fruit,Iced Tea,7/5/2022
961,Ham,Wheat,Cheddar,Onion,Mayo,Fruit,Iced Tea,7/19/2022
962,Ham,Wheat,Provolone,Pickles,Mayo,Salad,Iced Tea,2/28/2022
963,Turkey,Rye,Provolone,Tomato,Mayo,Salad,Iced Tea,8/1/2022
964,Turkey,Wheat,Cheddar,Pickles,Ranch,Fruit,Water,5/10/2022
965,Veggie,Rye,Swiss,Onion,Ranch,Salad,Soda,11/15/2022
966,Ham,Rye,Swiss,Onion,Mayo,Chips,Water,3/11/2022
967,Turkey,Wheat,Swiss,Pickles,Mustard,Salad,Iced Tea,9/5/2022
968,Turkey,Rye,Cheddar,Lettuce,Ranch,Chips,Iced Tea,6/10/2022
969,Veggie,Rye,Provolone,Pickles,Mustard,Chips,Soda,6/16/2022
970,Ham,Rye,Swiss,Tomato,Mayo,Fruit,Soda,5/11/2022
971,Turkey,Wheat,Cheddar,Onion,Mustard,Chips,Water,8/9/2022
972,Turkey,White,Swiss,Pickles,Mayo,Salad,Iced Tea,1/11/2022
973,Veggie,Wheat,Swiss,Pickles,Ranch,Salad,Iced Tea,4/1/2022
974,Veggie,White,Swiss,Pickles,Ranch,Chips,Water,6/3/2022
975,Turkey,White,Provolone,Onion,Ranch,Chips,Soda,11/27/2022
976,Turkey,White,Swiss,Lettuce,Ranch,Chips,Soda,5/15/2022
977,Veggie,Rye,Provolone,Pickles,Ranch,Fruit,Water,3/12/2022
978,Turkey,Rye,Swiss,Lettuce,Mayo,Chips,Soda,4/22/2022
979,Veggie,Rye,Cheddar,Onion,Mustard,Salad,Soda,1/6/2022
980,Ham,White,Provolone,Onion,Mustard,Chips,Iced Tea,2/5/2022
981,Veggie,Rye,Swiss,Onion,Mayo,Chips,Water,7/2/2022
982,Turkey,White,Cheddar,Pickles,Ranch,Chips,Soda,1/25/2022
983,Veggie,Rye,Swiss,Onion,Mayo,Fruit,Water,5/6/2022
984,Ham,Wheat,Provolone,Lettuce,Mustard,Salad,Water,6/12/2022
985,Turkey,Rye,Swiss,Lettuce,Ranch,Salad,Iced Tea,11/4/2022
986,Turkey,Rye,Provolone,Onion,Mustard,Fruit,Soda,1/28/2022
987,Veggie,Rye,Cheddar,Pickles,Mayo,Fruit,Soda,8/19/2022
988,Ham,Rye,Cheddar,Pickles,Mayo,Fruit,Iced Tea,12/21/2022
989,Veggie,White,Cheddar,Onion,Ranch,Salad,Soda,9/15/2022
990,Ham,White,Cheddar,Lettuce,Mayo,Salad,Soda,4/22/2022
991,Ham,Wheat,Provolone,Tomato,Mustard,Chips,Water,6/8/2022
992,Turkey,White,Swiss,Lettuce,Mustard,Fruit,Water,10/13/2022
993,Veggie,White,Provolone,Lettuce,Mustard,Chips,Iced Tea,12/26/2022
994,Ham,Rye,Provolone,Onion,Ranch,Chips,Water,12/27/2022
995,Turkey,Rye,Swiss,Lettuce,Mayo,Fruit,Soda,11/3/2022
996,Turkey,White,Swiss,Tomato,Mayo,Salad,Iced Tea,2/8/2022
997,Veggie,Wheat,Cheddar,Onion,Mayo,Fruit,Soda,9/23/2022
998,Veggie,White,Swiss,Pickles,Ranch,Fruit,Iced Tea,8/3/2022
999,Ham,Rye,Cheddar,Pickles,Mayo,Fruit,Water,3/28/2022
1000,Ham,Rye,Provolone,Lettuce,Ranch,Fruit,Soda,6/9/2022
