sandwich_id,bun_type,meat_type,veggies,condiments,calories,price,preparation_time,expiration_date
812,white,roast beef,tomato,mustard,669,10.47,8,3/25/2023
813,whole wheat,ham,onion,mustard,250,8.5,18,2/22/2023
814,brioche,roast beef,pickles,mustard,432,9.42,13,5/5/2023
815,whole wheat,roast beef,lettuce,mayonnaise,323,8.45,11,2/14/2023
816,brioche,turkey,tomato,mayonnaise,539,11.32,5,7/28/2023
817,whole wheat,roast beef,pickles,ketchup,111,11.61,16,9/11/2023
818,brioche,ham,tomato,mayonnaise,191,12.91,13,7/4/2023
819,whole wheat,roast beef,lettuce,ketchup,412,12.64,16,3/9/2023
820,whole wheat,roast beef,onion,mustard,618,10.23,11,4/12/2023
821,brioche,turkey,pickles,mayonnaise,778,7.08,8,2/8/2023
822,white,turkey,lettuce,ketchup,154,11.87,11,7/14/2023
823,whole wheat,ham,pickles,mustard,205,7.16,14,7/15/2023
824,brioche,roast beef,pickles,ketchup,766,8.35,6,8/26/2023
825,white,turkey,lettuce,ketchup,766,9.84,18,11/14/2023
826,whole wheat,ham,lettuce,ketchup,722,11.78,17,3/5/2023
827,whole wheat,ham,tomato,mustard,138,9.49,7,12/18/2023
828,white,turkey,lettuce,ketchup,305,7.97,10,10/2/2023
829,white,ham,pickles,mayonnaise,503,9.95,7,12/8/2023
830,whole wheat,ham,onion,mayonnaise,797,9.18,17,1/2/2023
831,white,turkey,lettuce,mustard,170,6.98,11,3/26/2023
832,whole wheat,ham,onion,mustard,624,12.5,7,4/22/2023
833,white,turkey,onion,ketchup,521,11.56,11,9/23/2023
834,brioche,roast beef,onion,mustard,381,8.89,12,2/13/2023
835,brioche,ham,tomato,ketchup,261,11.06,13,10/4/2023
836,white,turkey,lettuce,mustard,544,9.45,11,12/8/2023
837,brioche,roast beef,pickles,mayonnaise,716,12.32,17,7/31/2023
838,brioche,roast beef,lettuce,ketchup,729,9.52,5,1/11/2023
839,white,roast beef,onion,mayonnaise,177,7.77,19,8/5/2023
840,whole wheat,roast beef,pickles,ketchup,273,10.88,5,6/9/2023
841,brioche,turkey,tomato,mayonnaise,193,9.07,7,5/31/2023
842,brioche,turkey,tomato,ketchup,761,10.53,15,10/29/2023
843,whole wheat,ham,tomato,mayonnaise,784,6.56,14,2/14/2023
844,brioche,turkey,pickles,mustard,664,10.46,10,9/8/2023
845,brioche,roast beef,pickles,mayonnaise,618,7.41,19,4/11/2023
846,whole wheat,turkey,tomato,mustard,216,11.5,17,5/23/2023
847,white,roast beef,onion,mustard,764,6.02,14,3/27/2023
848,brioche,ham,pickles,mustard,426,9.33,10,6/18/2023
849,brioche,ham,tomato,mayonnaise,519,8.37,9,5/5/2023
850,brioche,turkey,pickles,ketchup,708,10.09,14,12/14/2023
851,whole wheat,turkey,onion,mustard,718,7.61,7,3/8/2023
852,whole wheat,turkey,tomato,mustard,390,11.56,20,5/14/2023
853,brioche,ham,pickles,mustard,204,10.03,15,12/19/2023
854,whole wheat,roast beef,onion,mustard,525,9.11,15,10/31/2023
855,brioche,roast beef,onion,ketchup,476,10.18,17,5/24/2023
856,whole wheat,roast beef,onion,mayonnaise,406,10.18,9,10/24/2023
857,white,ham,onion,ketchup,626,6.03,6,10/17/2023
858,white,turkey,lettuce,ketchup,115,7.92,8,12/25/2023
859,whole wheat,turkey,lettuce,mustard,277,8.52,18,4/11/2023
860,white,turkey,onion,ketchup,459,7.65,9,1/3/2023
861,white,turkey,lettuce,mayonnaise,219,7.32,7,12/3/2023
862,whole wheat,roast beef,tomato,mayonnaise,164,12.27,10,9/4/2023
863,whole wheat,ham,onion,ketchup,722,11.41,5,5/20/2023
864,brioche,turkey,onion,ketchup,764,6.58,6,5/10/2023
865,white,ham,tomato,ketchup,331,11.56,11,11/15/2023
866,brioche,ham,lettuce,mayonnaise,790,7.55,10,10/12/2023
867,whole wheat,turkey,tomato,ketchup,538,8.8,9,9/13/2023
868,whole wheat,roast beef,onion,mayonnaise,438,8.04,14,1/11/2023
869,whole wheat,roast beef,tomato,ketchup,318,10.2,16,8/2/2023
870,white,roast beef,lettuce,mustard,170,6.44,14,9/1/2023
871,whole wheat,turkey,onion,mustard,213,9.46,8,10/13/2023
872,brioche,ham,tomato,ketchup,606,11.32,9,5/1/2023
873,whole wheat,turkey,pickles,mayonnaise,133,6.94,8,4/25/2023
874,brioche,ham,lettuce,mustard,279,8.05,8,1/4/2023
875,brioche,roast beef,tomato,mustard,517,8.14,13,3/18/2023
876,brioche,turkey,tomato,mayonnaise,333,8.71,19,12/12/2023
877,brioche,ham,tomato,ketchup,193,9.8,17,1/12/2023
878,white,turkey,lettuce,ketchup,359,8.28,8,12/2/2023
879,white,ham,onion,ketchup,655,8.19,13,4/24/2023
880,brioche,roast beef,onion,mustard,721,9.72,9,12/23/2023
881,white,turkey,pickles,ketchup,639,10.7,9,1/1/2023
882,white,ham,pickles,mustard,617,6.62,5,4/28/2023
883,brioche,ham,lettuce,mayonnaise,780,6.78,5,12/16/2023
884,brioche,turkey,lettuce,ketchup,115,9.44,19,7/17/2023
885,whole wheat,ham,pickles,mayonnaise,199,10.59,9,5/13/2023
886,whole wheat,turkey,lettuce,mustard,737,6.66,15,5/22/2023
887,brioche,turkey,lettuce,ketchup,118,12.19,14,10/11/2023
888,brioche,turkey,lettuce,mustard,361,6.38,17,3/22/2023
889,brioche,roast beef,pickles,ketchup,555,9.63,7,4/20/2023
890,white,turkey,tomato,mustard,148,8.32,12,10/24/2023
891,brioche,roast beef,lettuce,ketchup,174,9.74,14,3/10/2023
892,whole wheat,roast beef,pickles,mayonnaise,777,6.62,6,1/31/2023
893,brioche,ham,lettuce,mustard,792,9.18,20,1/12/2023
894,brioche,ham,lettuce,mustard,120,8.51,20,10/9/2023
895,whole wheat,turkey,tomato,mayonnaise,244,9.22,8,6/27/2023
896,whole wheat,ham,tomato,mustard,479,11.5,19,12/22/2023
897,brioche,roast beef,onion,mustard,455,11.87,8,9/30/2023
898,brioche,ham,pickles,ketchup,285,11.01,17,8/19/2023
899,brioche,roast beef,pickles,mayonnaise,158,6.04,16,12/10/2023
900,whole wheat,turkey,lettuce,mustard,471,7.16,13,7/3/2023
901,white,roast beef,lettuce,mayonnaise,388,8.28,10,1/22/2023
902,white,roast beef,lettuce,mayonnaise,726,6.55,13,12/25/2023
903,whole wheat,ham,onion,mustard,669,12.89,17,9/21/2023
904,brioche,turkey,pickles,ketchup,319,6.66,11,7/14/2023
905,whole wheat,ham,lettuce,mustard,620,8.06,8,7/3/2023
906,brioche,ham,tomato,mayonnaise,187,6.91,13,4/17/2023
907,whole wheat,roast beef,lettuce,mayonnaise,162,11.02,13,8/5/2023
908,whole wheat,roast beef,tomato,mayonnaise,763,11.98,16,2/5/2023
909,brioche,ham,onion,ketchup,411,8.88,20,1/6/2023
910,white,ham,pickles,mustard,444,7.34,11,1/8/2023
911,whole wheat,turkey,onion,mustard,397,12.74,6,10/8/2023
912,whole wheat,turkey,tomato,ketchup,546,8.2,14,6/20/2023
913,brioche,roast beef,onion,mayonnaise,195,12.44,8,10/24/2023
914,white,roast beef,onion,mustard,211,11.31,5,12/25/2023
915,whole wheat,ham,onion,mustard,452,10.32,8,3/29/2023
916,brioche,ham,pickles,mayonnaise,488,8.48,19,11/15/2023
917,whole wheat,ham,tomato,ketchup,452,12.02,7,1/23/2023
918,brioche,roast beef,lettuce,ketchup,405,11.77,18,4/12/2023
919,white,turkey,lettuce,mustard,614,12.89,15,10/9/2023
920,white,roast beef,pickles,mustard,293,8.04,19,5/31/2023
921,white,ham,pickles,ketchup,558,9.26,11,1/22/2023
922,brioche,roast beef,pickles,ketchup,614,11.6,5,10/3/2023
923,whole wheat,roast beef,onion,mayonnaise,547,7.26,19,11/23/2023
924,brioche,turkey,lettuce,mayonnaise,449,10.27,17,11/18/2023
925,whole wheat,roast beef,pickles,mayonnaise,117,11.34,5,5/18/2023
926,brioche,turkey,lettuce,mustard,409,11.91,9,10/18/2023
927,whole wheat,ham,tomato,ketchup,744,6.56,6,6/20/2023
928,white,roast beef,tomato,mustard,390,6.21,19,6/15/2023
929,white,turkey,onion,ketchup,140,7.47,8,10/12/2023
930,whole wheat,turkey,tomato,mayonnaise,267,9.35,5,1/4/2023
931,whole wheat,turkey,pickles,ketchup,748,8.01,18,1/7/2023
932,brioche,turkey,onion,ketchup,794,7.38,20,7/17/2023
933,brioche,ham,onion,ketchup,177,10.91,20,6/5/2023
934,white,turkey,pickles,ketchup,249,6.27,17,7/7/2023
935,whole wheat,turkey,onion,ketchup,266,10.64,19,9/6/2023
936,whole wheat,roast beef,pickles,ketchup,644,7.65,8,12/22/2023
937,white,ham,tomato,mustard,635,12.51,5,5/30/2023
938,whole wheat,ham,tomato,mayonnaise,493,8.96,14,2/7/2023
939,brioche,turkey,lettuce,mustard,250,11.01,14,10/21/2023
940,brioche,roast beef,tomato,mustard,138,9.14,16,6/16/2023
941,white,turkey,onion,mustard,424,9.38,16,1/11/2023
942,brioche,ham,tomato,ketchup,637,10.53,11,3/3/2023
943,whole wheat,roast beef,tomato,mustard,517,9.95,15,7/9/2023
944,brioche,ham,tomato,mayonnaise,204,12.61,17,3/14/2023
945,brioche,turkey,tomato,ketchup,428,10.06,13,10/19/2023
946,whole wheat,turkey,pickles,mustard,285,6.64,18,9/28/2023
947,white,ham,lettuce,mayonnaise,298,8.72,13,10/6/2023
948,brioche,turkey,pickles,ketchup,451,6.22,15,4/10/2023
949,whole wheat,ham,onion,mayonnaise,752,12.95,6,3/20/2023
950,brioche,ham,tomato,mayonnaise,340,11.27,20,4/15/2023
951,brioche,roast beef,tomato,mayonnaise,393,6.73,10,5/6/2023
952,brioche,ham,onion,ketchup,496,11.84,9,2/13/2023
953,white,roast beef,lettuce,mustard,287,9.24,6,6/18/2023
954,whole wheat,turkey,onion,mayonnaise,404,12.92,17,8/4/2023
955,whole wheat,roast beef,pickles,mustard,323,11.22,12,9/7/2023
956,white,roast beef,lettuce,ketchup,285,9.14,10,3/9/2023
957,whole wheat,turkey,onion,mustard,507,10.53,8,10/2/2023
958,brioche,turkey,lettuce,ketchup,209,12.27,20,1/17/2023
959,whole wheat,roast beef,lettuce,ketchup,371,12.75,5,8/1/2023
960,white,ham,pickles,ketchup,413,9.24,18,3/13/2023
961,whole wheat,roast beef,onion,mayonnaise,554,9.4,10,9/18/2023
962,white,ham,onion,mustard,518,6.39,6,8/23/2023
963,brioche,turkey,pickles,mustard,640,7.51,16,12/8/2023
964,brioche,turkey,onion,ketchup,561,12.99,18,2/27/2023
965,whole wheat,ham,tomato,mustard,333,11.21,17,12/14/2023
966,whole wheat,turkey,onion,mayonnaise,173,9.68,11,2/4/2023
967,white,ham,tomato,mayonnaise,586,6.78,14,1/5/2023
968,brioche,roast beef,onion,ketchup,617,9.53,8,7/12/2023
969,whole wheat,turkey,pickles,mayonnaise,110,12.32,19,7/15/2023
970,brioche,ham,tomato,mayonnaise,119,7.49,5,7/3/2023
971,whole wheat,ham,lettuce,mustard,449,11.38,10,10/10/2023
972,whole wheat,roast beef,tomato,ketchup,460,10.01,8,12/17/2023
973,whole wheat,ham,pickles,ketchup,264,12.08,5,8/22/2023
974,brioche,roast beef,tomato,mayonnaise,241,9.16,20,7/9/2023
975,brioche,roast beef,tomato,mustard,514,9.61,16,6/7/2023
976,whole wheat,ham,onion,ketchup,680,12.84,19,7/1/2023
977,whole wheat,roast beef,onion,mustard,799,9.74,17,11/6/2023
978,whole wheat,turkey,tomato,ketchup,221,9.94,12,12/24/2023
979,brioche,turkey,onion,mustard,366,9.25,7,1/4/2023
980,brioche,roast beef,tomato,ketchup,697,11.54,17,2/21/2023
981,whole wheat,ham,onion,ketchup,167,7.5,7,1/16/2023
982,whole wheat,ham,tomato,mustard,530,9.15,13,3/16/2023
983,whole wheat,roast beef,lettuce,ketchup,718,10.16,20,6/18/2023
984,white,roast beef,lettuce,mustard,547,11.33,11,2/9/2023
985,brioche,turkey,tomato,ketchup,783,9.04,8,12/23/2023
986,whole wheat,roast beef,pickles,mayonnaise,668,7.63,15,4/12/2023
987,whole wheat,roast beef,lettuce,mayonnaise,580,6.13,10,11/22/2023
988,brioche,turkey,lettuce,mayonnaise,688,7.8,10,2/9/2023
989,brioche,ham,onion,ketchup,233,8.43,19,8/8/2023
990,whole wheat,turkey,tomato,ketchup,639,6.66,10,2/4/2023
991,whole wheat,roast beef,pickles,mustard,578,6.41,5,3/10/2023
992,white,ham,pickles,mayonnaise,140,11.66,19,1/9/2023
993,whole wheat,roast beef,onion,mustard,310,6.5,15,9/25/2023
994,white,ham,lettuce,ketchup,279,11.1,6,6/12/2023
995,whole wheat,ham,lettuce,mustard,525,8.54,18,8/23/2023
996,brioche,turkey,onion,mayonnaise,301,11.1,10,4/21/2023
997,whole wheat,turkey,lettuce,mustard,529,12.31,16,3/12/2023
998,brioche,roast beef,pickles,mustard,671,8.63,8,10/15/2023
999,white,ham,pickles,mustard,654,7.8,5,1/12/2023
1000,brioche,turkey,tomato,ketchup,370,7.87,14,11/25/2023
