VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE9L,Thurston,Tumwater,WA,98512,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,113217905,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
KMUKCDTC1P,Thurston,Olympia,WA,98506,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264827307,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1FW6S0XN,Thurston,Olympia,WA,98501,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,220408618,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
1V2VMPE8XP,Thurston,Olympia,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,249589742,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGAEE7R,Thurston,Olympia,WA,98502,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265811318,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
7SAYGAEE6P,Thurston,Tumwater,WA,98512,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228144388,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
JHMZC5F1XK,Thurston,Olympia,WA,98513,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,2,258966634,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1N4AZ0CP8G,Thurston,Olympia,WA,98501,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,197473594,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7G2CEHED8R,Thurston,Olympia,WA,98512,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,271055648,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
5YJSA1E28L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,2,267231926,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1GC10VEL8R,Thurston,Olympia,WA,98501,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260246738,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5UXKT0C5XG,Thurston,Olympia,WA,98512,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,35,239283544,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
1N4AZ1BPXL,Thurston,Olympia,WA,98501,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,22,161849124,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEE6P,Thurston,Yelm,WA,98597,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,256020019,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
7SAYGDEE9P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236339232,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJYGDEE2L,Thurston,Yelm,WA,98597,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,2,125866975,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532
5YJ3E1EBXR,Thurston,Olympia,WA,98502,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,273717020,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJXCBE22J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,259851259,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
3FA6P0SU0D,Thurston,Rochester,WA,98579,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,20,138697212,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
5YJSA1E45H,Thurston,Olympia,WA,98512,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,35,152371775,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
5YJ3E1EA9K,Thurston,Rainier,WA,98576,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,20,161267900,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
1G1FY6S05M,Thurston,Olympia,WA,98501,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,200514471,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
JTMAB3FV7P,Thurston,Rainier,WA,98576,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,2,236505139,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
KNDJX3AE9G,Thurston,Olympia,WA,98506,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,22,147089407,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1FZ6S0XL,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,161355925,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1N4CZ1CV7P,Thurston,Olympia,WA,98506,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,239642861,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1RD6E42E,Thurston,Rochester,WA,98579,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,20,194064615,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
1G1RC6E48F,Thurston,Olympia,WA,98501,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,113106031,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
7SAYGAEE0P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255207249,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
7SAYGDEE7P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,231101846,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
KNDRJDLH5N,Thurston,Yelm,WA,98597,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,207310582,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012530
KNDCR3LF6R,Thurston,Rainier,WA,98576,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,2,261605466,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
1FT6W1EV1P,Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,262537789,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5YJ3E1EA4P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,245471348,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5LMYJ8XY9M,Thurston,Yelm,WA,98597,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,161233173,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532
WB523CF07P,Thurston,Olympia,WA,98501,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229532964,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7FCTGAAL6N,Thurston,Olympia,WA,98502,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,206961618,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
YV4H60CL1N,Thurston,Tumwater,WA,98512,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,209306912,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
JTMAB3FV1R,Thurston,Olympia,WA,98502,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,264842105,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
1C4RJXN60R,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,268307882,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
3FMTK2SUXP,Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,252657905,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
JN1AZ0CPXB,Thurston,Olympia,WA,98512,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,35,144417262,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
KNDC3DLC2N,Thurston,Olympia,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,216945837,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011821
1G1FY6S07P,Thurston,Yelm,WA,98597,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,262093093,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
5YJ3E1EBXN,Thurston,Olympia,WA,98506,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,193660512,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EB1K,Thurston,Olympia,WA,98513,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,2,476844931,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
KNDC34LA5P,Thurston,Olympia,WA,98506,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251794273,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
YV4ED3UB5N,Thurston,Olympia,WA,98502,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,199520345,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
KNDCT3L11R,Thurston,Olympia,WA,98502,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265540180,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1FTVW1EL5P,Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,262161721,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011821
3FA6P0SU8K,Thurston,Olympia,WA,98516,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,5544080,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012330
5YJ3E1EA3K,Thurston,Olympia,WA,98512,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,35,476802679,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
1N4AZ1CP9K,Thurston,Olympia,WA,98501,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,20,223506489,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067012610
5YJXCBE25J,Thurston,Olympia,WA,98513,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,2,281129971,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1GYKPTRL3R,Thurston,Olympia,WA,98502,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,266003195,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010510
5YJXCBE23G,Thurston,Olympia,WA,98516,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,2,227496237,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067011500
5YJ3E1EA2L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,104966431,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
7JRH60FD2N,Thurston,Yelm,WA,98597,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,2,218315625,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
1N4AZ0CP8F,Thurston,Olympia,WA,98501,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,127975858,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
7SAYGDEEXP,Thurston,Olympia,WA,98512,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,249978067,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
5YJ3E1EA0P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,252739686,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1FT6W1EV1P,Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261924862,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
WMWXP3C02M,Thurston,Lacey,WA,98516,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,22,261616218,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
JTMAB3FV6N,Thurston,Olympia,WA,98501,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,211666493,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
2C4RC1L77N,Thurston,Olympia,WA,98502,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,225907545,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
KNDC4DLC9N,Thurston,Rochester,WA,98579,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,207787037,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730
1FT6W1EV6P,Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265060099,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEE7R,Thurston,Olympia,WA,98516,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,270739458,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067011500
7SAYGDEEXR,Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264996987,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
WP1AE2A23J,Thurston,Tenino,WA,98589,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,20,102002449,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
1N4CZ1CV7P,Thurston,Tumwater,WA,98512,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,238127949,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
JTDKARFP6H,Thurston,Olympia,WA,98501,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,349372929,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
5YJ3E1EB9J,Thurston,Olympia,WA,98506,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,282550292,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1V2FMPE81P,Thurston,Olympia,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,240625185,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5YJYGDEE8M,Thurston,Olympia,WA,98513,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,170236405,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1GC10VEL5R,Thurston,Olympia,WA,98501,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,262110313,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
1C4RJXN65R,Thurston,Yelm,WA,98597,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,271323223,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012530
3FMTK1S53P,Thurston,Olympia,WA,98502,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270866046,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EA7M,Thurston,Yelm,WA,98597,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,271060730,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
1N4AZ0CP0D,Thurston,Yelm,WA,98597,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,2,154490080,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012532
5YJ3E1EBXN,Thurston,Lacey,WA,98503,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,190242279,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
5YJ3E1EA2L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,2033202,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
1FADP5CU9G,Thurston,Olympia,WA,98502,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,22,201044532,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
3FMTK2SU0P,Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251106033,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
KM8JFDA24P,Thurston,Olympia,WA,98512,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,35,236460311,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
1V2GNPE80P,Thurston,Yelm,WA,98597,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,226101767,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
5YJ3E1EA7J,Thurston,Olympia,WA,98506,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,198214327,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1N4AZ0CP4F,Thurston,Olympia,WA,98502,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,151715805,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
5YJYGDEF5L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,124535071,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
WBY1Z4C57F,Thurston,Olympia,WA,98512,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,35,154722627,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
7SAYGDEE9R,Thurston,Yelm,WA,98597,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,264435657,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
7SAYGDEE0R,Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264484587,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
JTMABABA7P,Thurston,Olympia,WA,98501,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260421696,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
JTJAAAAB7P,Thurston,Olympia,WA,98506,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,257854397,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
